rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:2FRnf9qhLbvw8fu4IBXx78","Wham!","Last Christmas","Epic",1,2,380,"1287679"
2,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",1,1,392,"1207078"
3,"spotify:track:2TE4xW3ImvpltVU0cPcKUn","Shakin' Stevens","Merry Christmas Everyone","Sony Music CG",3,3,320,"957575"
4,"spotify:track:2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree","MCA Nashville",4,5,228,"851274"
5,"spotify:track:2uFaJJtFpPDc5Pa95XzTvg","Dean Martin","Let It Snow! Let It Snow! Let It Snow!","Capitol Records",4,4,232,"848401"
6,"spotify:track:3nAp4IvdMPPWEH9uuXFFV5","Kelly Clarkson","Underneath the Tree","RCA Records Label",6,7,295,"826197"
7,"spotify:track:1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas","Reprise",3,8,304,"805909"
8,"spotify:track:0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me","Universal Records",4,6,326,"804301"
9,"spotify:track:7uoFMmxln0GPXQ0AcCBXRq","Sia","Snowman","Monkey Puzzle/Atlantic",4,9,232,"733099"
10,"spotify:track:3qCeq0rWK67SoBDgFd2sId","José Feliciano","Feliz Navidad","RCA Records Label",8,10,265,"724078"
11,"spotify:track:0SvD6EdetxVtXei2JhkV4B","Melanie Thornton","Wonderful Dream (Holidays Are Coming) - Radio Version","X-cell Records",4,12,295,"664242"
12,"spotify:track:27qAMKrDdKEs8HDXcvR24R","Chris Rea","Driving Home for Christmas - 2019 Remaster","Rhino",3,15,297,"616250"
13,"spotify:track:27RYrbL6S02LNVhDWVl38b","John Lennon, Yoko Ono","Happy Xmas (War Is Over) - Remastered 2010","EMI Catalogue",5,17,267,"592682"
14,"spotify:track:1SV1fxF65n9NhRHp3KlBuu","Paul McCartney","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney Catalog",5,18,272,"539484"
15,"spotify:track:6TkXViJUO3SA6FMcrNwlD9","Bobby Helms","Jingle Bell Rock","Universal Digital Enterprises",5,19,265,"492751"
16,"spotify:track:0hz5PNF2wejwUKCMpesQWt","Ed Sheeran, Elton John","Merry Christmas","Atlantic Records UK",6,27,121,"455896"
17,"spotify:track:2xGO2UjzxeVQSIkyg98vck","Queen","Thank God It's Christmas - Non-Album Single","EMI",7,29,255,"420452"
18,"spotify:track:7xapw9Oy21WpfEcib2ErSA","Justin Bieber","Mistletoe","RBMG/Def Jam",11,24,234,"416838"
19,"spotify:track:0YWUHZPJVg4iujddsJDwhM","Britney Spears","My Only Wish (This Year)","Jive",16,32,241,"407678"
20,"spotify:track:550rQQCGkrTzvp4SfpOPzx","Pentatonix","Hallelujah","RCA Records Label",11,30,266,"404121"
21,"spotify:track:1QLZKzC2pjP4ySf4ALrNhm","Ava Max","Christmas Without You","Atlantic Records",21,31,145,"400425"
