rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:4xhsWYTOGcal8zt0J161CU","Jack Harlow","Lovin On Me","Generation Now/Atlantic",1,1,62,"1639183"
2,"spotify:track:0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season","Mercury Records/Republic Records",2,2,429,"1419091"
3,"spotify:track:4KULAymBBJcPRpk1yO4dOG","Zach Bryan, Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)","Warner Records",1,3,139,"1215087"
4,"spotify:track:3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine","Dead Oceans",2,4,117,"1152953"
5,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",3,5,118,"1080480"
6,"spotify:track:0R6NfOiLzLj4O5VbYSJAjf","Xavi","La Diabla","Interscope Records",6,6,30,"1009474"
7,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",1,7,426,"991461"
8,"spotify:track:1a73gcEg6h6Re6hHXoVltJ","Nicki Minaj","FTCU","Republic Records",6,8,34,"939410"
9,"spotify:track:5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills","Kemosabe Records/RCA Records",5,9,111,"877124"
10,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",9,10,398,"859141"
11,"spotify:track:1udwFobQ1JoOdWPQrp2b6u","JID, 21 Savage, Baby Tate","Surround Sound (feat. 21 Savage & Baby Tate)","Dreamville/Interscope",9,11,100,"847394"
12,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",4,12,629,"831169"
13,"spotify:track:2YSzYUF3jWqb9YP9VXmpjE","Drake, Yeat","IDGAF (feat. Yeat)","OVO/Republic",1,13,97,"807734"
14,"spotify:track:56y1jOTK0XSvJzVv9vHQBK","Doja Cat","Paint The Town Red","Kemosabe Records/RCA Records",1,14,160,"783888"
15,"spotify:track:6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs","Galactic Records/Lil Tecca",12,15,122,"779778"
16,"spotify:track:6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?","Cactus Jack/Epic",3,16,167,"771030"
