rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",1,2,14,"4623740"
2,"spotify:track:7fzHQizxTqy8wTXwlrgPQQ","Tommy Richman","MILLION DOLLAR BABY","PULSE Records",1,1,23,"4469166"
3,"spotify:track:7221xIgOnuakPdLqT0F3nP","Post Malone, Morgan Wallen","I Had Some Help (Feat. Morgan Wallen)","Mercury Records/Republic Records",1,3,9,"4362663"
4,"spotify:track:2FQrifJ1N335Ljm3TjTVVf","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",3,6,37,"2751830"
5,"spotify:track:629DixmZGHc7ILtEntuiWE","Billie Eilish","LUNCH","Darkroom/Interscope Records",4,4,2,"2645842"
6,"spotify:track:2qSkIjg1o9h3YT9RAgYN75","Sabrina Carpenter","Espresso","Island Records",1,7,37,"2486314"
7,"spotify:track:7BRD7x5pt8Lqa1eGYC4dzj","Billie Eilish","CHIHIRO","Darkroom/Interscope Records",5,5,2,"2380210"
8,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",8,8,2,"2028675"
9,"spotify:track:2tudvzsrR56uom6smgOcSf","Future, Metro Boomin, Kendrick Lamar","Like That","Wilburn Holding Co./Boominati/Epic/Republic",1,13,58,"1768226"
10,"spotify:track:5Z0UnEtpLDQyYlWwgi8m9C","Hozier","Too Sweet","Rubyworks / Universal-Island Records Ltd",1,15,58,"1741193"
11,"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","Darkroom/Interscope Records",10,10,2,"1673050"
12,"spotify:track:77DRzu7ERs0TX3roZcre7Q","Kendrick Lamar","euphoria","Kendrick Lamar, under exclusive license to Interscope Records",1,14,19,"1656235"
13,"spotify:track:1CsMKhwEmNnmvHUuO5nryA","Billie Eilish","SKINNY","Darkroom/Interscope Records",9,9,2,"1650415"
14,"spotify:track:2OzhQlSqBEmt7hmkYxfT6m","Taylor Swift, Post Malone","Fortnight (feat. Post Malone)","Taylor Swift",1,18,30,"1584022"
15,"spotify:track:6TGd66r0nlPaYm3KIoI7ET","Billie Eilish","THE GREATEST","Darkroom/Interscope Records",11,11,2,"1501869"
16,"spotify:track:6fPan2saHdFaIHuTSatORv","Billie Eilish","L’AMOUR DE MA VIE","Darkroom/Interscope Records",12,12,2,"1482805"
17,"spotify:track:2prqm9sPLj10B4Wg0wE5x9","Billie Eilish","BLUE","Darkroom/Interscope Records",17,17,2,"1379743"
18,"spotify:track:4q5YezDOIPcoLr8R81x9qy","Taylor Swift","I Can Do It With a Broken Heart","Taylor Swift",3,20,30,"1332618"
19,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",1,21,121,"1316285"
20,"spotify:track:1LLUoftvmTjVNBHZoQyveF","Billie Eilish","THE DINER","Darkroom/Interscope Records",16,16,2,"1302659"
21,"spotify:track:4KULAymBBJcPRpk1yO4dOG","Zach Bryan, Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)","Warner Records",1,24,268,"1266306"
22,"spotify:track:7DpUoxGSdlDHfqCYj0otzU","Billie Eilish","BITTERSUITE","Darkroom/Interscope Records",19,19,2,"1243584"
23,"spotify:track:0WbMK4wrZ1wFSty9F7FCgu","Chappell Roan","Good Luck, Babe!","Chappell Roan PS/ Island",5,23,44,"1176773"
24,"spotify:track:2GxrNKugF82CnoRFbQfzPf","Artemas","i like the way you kiss me","Artemas",3,22,58,"1151135"
25,"spotify:track:2F3N9tdombb64aW6VtZOdo","Taylor Swift","Down Bad","Taylor Swift",2,25,30,"1044480"
26,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",5,28,193,"1041997"
