artist_names,track_name,peak_streams,total_streams,peak_rank_max,max_days_on_chart,best_day_streams,first_appearance,uri,source,best_day_date,genres
Chencho Corleone,Un Cigarrillo,1357826,9906892,174,8,1357826,2023-05-12,spotify:track:4k7CNPArKLf4QuvGfMeHDk,Cerco LLC,2023-05-19,['Rap/Hip Hop']
Billie Eilish,Halley's Comet,2002476,9898050,40,8,2002476,2021-07-30,spotify:track:5XsAal7ZcWg1I5T4NcRjkv,Darkroom/Interscope Records,2021-07-30,['Alternative']
Eminem,Marsh,2131449,9897849,47,8,2131449,2020-01-17,spotify:track:34d7sGX6WUqq8f04e7CSNF,Shady/Aftermath/Interscope Records,2020-01-17,['Rap/Hip Hop']
"Tyler, The Creator, Lil Wayne",HOT WIND BLOWS (feat. Lil Wayne),3011689,9889197,25,7,3011689,2021-06-25,spotify:track:3JJL91ilRV6fXhKqu0FGXs,Columbia,2021-06-25,['Rap/Hip Hop']
Bad Bunny,BENDICIONES,2072049,9886415,57,9,2072049,2020-05-10,spotify:track:2CoMYp2uIKsT09nreEZnZn,Rimas Entertainment LLC,2020-05-11,['Latin Musik']
Kendrick Lamar,Mirror,3214315,9886047,30,6,3214315,2022-05-13,spotify:track:5LOiuvbH62YGtnwe6Ltt4T,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,2022-05-13,['Rap/Hip Hop']
"Post Malone, Tim McGraw",Wrong Ones (Feat. Tim McGraw),2482398,9884000,39,6,2482398,2024-08-16,spotify:track:2CIXO1jQbrV1hlfI7FUKld,Mercury Records / Republic Records,2024-08-16,[]
Taylor Swift,Holy Ground (Taylor's Version),2628699,9883814,33,7,2628699,2021-11-12,spotify:track:661CJWXysgwKXI1dreYNBU,Taylor Swift,2021-11-12,[]
"21 Savage, Metro Boomin, Young Thug",Rich Nigga Shit (feat. Young Thug),2554229,9882916,29,8,2554229,2020-10-02,spotify:track:3ruoIF2UnoXdzK8mR61ebq,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",2020-10-02,['Rap/Hip Hop']
Nina Chuba,Wildberry Lillet,986384,9863349,184,11,986384,2022-08-19,spotify:track:6yeZM8gyykjaf8w0GqRfK4,Jive,2022-08-26,['Rap/Hip Hop']
"Parangolé, Léo Santana",Perna Bamba,2112225,9854109,145,6,2112225,2024-02-09,spotify:track:6fcQIY5VSFNrK4YzDoljPQ,Penta Entretenimento / Salvador Produções,2024-02-12,['Brasilianische Musik']
V,For Us,2241892,9852032,47,7,2241892,2023-09-08,spotify:track:4HAOgAnILvXCbSODMoRnmD,BIGHIT MUSIC,2023-09-08,['Asiatische Musik']
"Future, Metro Boomin",Slimed In,3324057,9850524,23,5,3324057,2024-03-22,spotify:track:2GLWhy9iiO1wrLUF5l4FtJ,Wilburn Holding Co./Boominati/Epic/Republic,2024-03-22,['Rap/Hip Hop']
"Anuel AA, Tego Calderón",Jangueo,1224005,9817837,83,12,1224005,2020-05-29,spotify:track:7KKh0ujp8agIiCrkiJhf81,"2020 Real Hasta La Muerte, LLC",2020-05-29,['Latin Musik']
"Shakira, Cardi B",Puntería,1918171,9812988,87,7,1918171,2024-03-22,spotify:track:2dYXrWkNO40NXy2Q3IYLRc,Sony Music Latin,2024-03-22,['Pop']
J. Cole,Crocodile Tearz,3535645,9805232,18,5,3535645,2024-04-05,spotify:track:1yfKakY4rvI17lk20ekuRA,"Cole World, Inc. under exclusive license to Interscope Records",2024-04-05,['Rap/Hip Hop']
"DENNIS, MC Kevinho",Agora é Tudo Meu,764061,9799691,149,19,764061,2019-01-01,spotify:track:5yH8pYxNckOU1cxfPsMIaz,Sony Music Entertainment,2019-01-12,[]
"Shawn Mendes, Camila Cabello",The Christmas Song (Shawn Mendes & Camila Cabello),2439626,9774921,133,6,2439626,2022-12-24,spotify:track:66VenHDtrQAw7FCjyF2J56,Shawn Mendes LP4-5 PS/ Island,2020-12-24,['Pop']
Justin Bieber,Somebody,2018557,9762992,39,8,2018557,2021-03-19,spotify:track:0pYUyZ3aQR1fAOdhXfoD3R,RBMG/Def Jam,2021-03-19,['Pop']
SZA,Smoking on my Ex Pack,2451971,9760044,49,6,2451971,2022-12-09,spotify:track:4jTs7ny5eSRnKTzxdrFv5I,Top Dawg Entertainment/RCA Records,2022-12-09,['R&B']
Adele,All I Ask,1207172,9754921,81,11,1207172,2021-10-15,spotify:track:6DEMMeWXfmFAXgDUMMzeg6,XL Recordings,2021-10-15,['Pop']
"21 Savage, Young Thug, Metro Boomin",pop ur shit,3078391,9741293,21,5,3078391,2024-01-12,spotify:track:47yD0e9MCRIB8dgUXPfyW3,"Slaughter Gang, LLC/Epic Records",2024-01-12,['Rap/Hip Hop']
Eminem,Stepdad,2149212,9730551,44,8,2149212,2020-01-17,spotify:track:3QVHSV8YKYq4L8tI5rnFgj,Shady/Aftermath/Interscope Records,2020-01-17,['Rap/Hip Hop']
"TOMORROW X TOGETHER, Anitta",Back for More (with Anitta),1610659,9724598,86,7,1610659,2023-09-15,spotify:track:6uTPA1xlcsk6dbchB2dhzl,Republic Records - TXT,2023-09-15,['Asiatische Musik']
Kanye West,Come to Life,2508949,9697359,44,6,2508949,2021-08-29,spotify:track:6DZz58CbF0AKw5PCKqNKcM,Rock The World/IDJ/Kanye LP7,2021-08-30,['Rap/Hip Hop']
"Tyler, The Creator",WHAT'S GOOD,2441468,9689955,22,8,2441468,2019-05-17,spotify:track:6bOkaEXc5CopinGazSLokx,Columbia,2019-05-17,['Rap/Hip Hop']
Judy Garland,Have Yourself a Merry Little Christmas,2219935,9686911,60,18,2219935,2023-12-24,spotify:track:1fEo7EnPl1LEn0CAy1xPL5,Delta - X5 Music Group,2023-12-25,[]
Post Malone,Lemon Tree,2244500,9683220,29,7,2244500,2022-06-03,spotify:track:1NvpO1o8SpkdH3txtJQQc7,Mercury Records/Republic Records,2022-06-03,['Rap/Hip Hop']
"Cauty, Brytiago, Darell, Cosculluela, Rafa Pabön, Chencho Corleone",Ta To Gucci (Remix),701584,9677878,191,15,701584,2019-02-16,spotify:track:7kuRvjpeUcn6qNV9IBXC2C,"Take Over Inc./Limitless Records,LLC.",2019-03-01,['Latin Musik']
Bing Crosby,The Little Drummer Boy - Remastered 2006,1736917,9667537,115,11,1736917,2023-12-25,spotify:track:2zHu4GAsQIw2skGszWEMFY,Capitol Records,2024-12-24,[]
"Anitta, MC Kevinho",Terremoto,1248781,9659413,66,13,1248781,2019-02-01,spotify:track:7G2XZhDNHo7SSDWSVxC0UT,WM Brazil,2019-02-01,"['Brasilianische Musik', 'Pop']"
"Ivete Sangalo, LUDMILLA",Macetando,2303364,9653609,89,5,2303364,2024-02-09,spotify:track:6eJUG282cUKuIoa72sEsqO,IM Music,2024-02-10,['Brasilianische Musik']
Zach Bryan,Tourniquet,1865824,9652422,66,7,1865824,2023-08-25,spotify:track:3EvZ03hGAFwGZ2Ebcu86YH,Warner Records,2023-08-25,['Country']
"Don Toliver, Travis Scott",Flocky Flocky (feat. Travis Scott),1748206,9651317,41,10,1748206,2021-10-08,spotify:track:25r6MZ4Gtd76l43qnZI1DG,Cactus Jack / Atlantic,2021-10-08,['Rap/Hip Hop']
Stray Kids,Thunderous,1041995,9646389,104,11,1041995,2021-08-23,spotify:track:3XHJUG5I2zYqOEmEZUX68n,Republic Records - Stray Kids,2021-08-24,['Asiatische Musik']
"Russ, Ed Sheeran",Are You Entertained,2557547,9645688,19,7,2557547,2022-07-22,spotify:track:5bLGQqcpsz5ISWeihZfJnR,DIEMON / Ed Sheeran appears courtesy of Asylum Records UK,2022-07-22,['Rap/Hip Hop']
Post Malone,Reputation,2507274,9644402,22,7,2507274,2022-06-03,spotify:track:67dU06KGaJHLLlo5Y5bkD2,Mercury Records/Republic Records,2022-06-03,['Rap/Hip Hop']
Juice WRLD,Lean Wit Me,1763266,9623926,65,126,1763266,2019-12-08,spotify:track:3oDkdAySo1VQQG0ptV7uwa,Juice WRLD Mixtape / ISR P&D,2019-12-09,['Rap/Hip Hop']
Luke Combs,The Kind of Love We Make,1313349,9618423,138,10,1313349,2022-06-17,spotify:track:28n8z9IQKyjMPxmvYMBqZa,River House Artists/Columbia Nashville,2022-06-24,['Country']
Michael Bublé,White Christmas,2210339,9617004,186,6,2210339,2023-12-24,spotify:track:4buHBCFNm5WvttEDevaj9C,Reprise,2024-12-24,[]
"Post Malone, The Kid LAROI",Wasting Angels (with The Kid LAROI),2262154,9602960,28,7,2262154,2022-06-03,spotify:track:2OcSE0EXzgUuqkM1NIJPHJ,Mercury Records/Republic Records,2022-06-03,[]
Lil Uzi Vert,You Better Move,2581101,9596524,30,7,2581101,2020-03-06,spotify:track:6YAxCn4juTWn5hWl2hzHGw,Generation Now/Atlantic,2020-03-06,['Rap/Hip Hop']
Lana Del Rey,Norman fucking Rockwell,2122231,9588477,26,8,2122231,2019-08-30,spotify:track:3RIgHHpnFKj5Rni1shokDj,Polydor Records,2019-08-30,['Alternative']
"Kygo, Zak Abel",Freedom,1339239,9574377,61,12,1339239,2020-04-17,spotify:track:5Gj1wG8b12VQdEd3hUuSwo,Kygo,2020-04-17,"['Electro', 'Techno/House', 'Dance']"
Apache 207,Unterwegs,1327321,9574045,82,12,1327321,2020-07-24,spotify:track:7eAJEMhjeQLLp4HSdJJ58b,Four Music Local,2020-07-24,['Rap/Hip Hop']
"¥$, Kanye West, Ty Dolla $ign",PROBLEMATIC,2376063,9566450,39,5,2376063,2024-02-11,spotify:track:1ty0at2tUKqMGTyYbJ43eL,YZY,2024-02-11,['Rap/Hip Hop']
Lil Nas X,TALES OF DOMINICA,1959544,9544304,41,8,1959544,2021-09-17,spotify:track:5S4PZ7AuYlYiVIVik3wHUf,Columbia,2021-09-17,['Pop']
Naomi Scott,Speechless (Full),668397,9537535,190,15,668397,2019-06-09,spotify:track:0XPsOSYzDJZJArevQNm2AR,Walt Disney Records,2019-06-11,"['Filme/Videospiele', 'Filmmusik']"
"Tyler, The Creator",CORSO,3134002,9503981,22,7,3134002,2021-06-25,spotify:track:46oHvXwpEZOFX518we1nJD,Columbia,2021-06-25,['Rap/Hip Hop']
"Trippie Redd, Juice WRLD",Matt Hardy 999,1569579,9494742,51,9,1569579,2021-08-20,spotify:track:4zbr7Cp3UB00FurUovPU03,"1400 Entertainment, Inc. / 10K Projects",2021-08-20,['Rap/Hip Hop']
"JACKBOYS, Pop Smoke, Travis Scott",GATTI,2335212,9489833,21,9,2335212,2020-01-02,spotify:track:40mjsnRjCpycdUw3xhS20g,Cactus Jack/Epic,2019-12-27,['Rap/Hip Hop']
Drake,Intro,4766148,9476389,11,5,4766148,2022-06-17,spotify:track:5lVmzrKaqPpPYtF7udoiNq,OVO,2022-06-17,['Dance']
Hotel Ugly,Shut up My Moms Calling (Sped up),1174742,9475502,190,9,1174742,2023-01-10,spotify:track:31mzt4ZV8C0f52pIz1NSwd,"Hotel Ugly, under exclusive license to Amuseio AB",2023-01-11,['R&B']
System Of A Down,Toxicity,1398693,9470897,180,7,1398693,2024-09-06,spotify:track:0snQkGI5qnAmohLE7jTsTn,American/Columbia,2024-09-06,"['Rock', 'Hard Rock', 'Heavy Metal']"
BIGBANG,Still Life,2070719,9462488,115,8,2070719,2022-04-04,spotify:track:3TSLqZssCoCdDlMhCJ08XW,YG Entertainment,2022-04-05,['Asiatische Musik']
Saweetie,My Type,713030,9445521,191,15,713030,2019-08-10,spotify:track:5KBARWIxeMGkvUax9VtVC9,ICY/Artistry Records/Warner Records,2019-08-23,['Rap/Hip Hop']
Natanael Cano,Mas Altas Que Bajadas,2016843,9442913,65,7,2016843,2023-06-30,spotify:track:5PLqXnvHH7Gh6CcfiUEr7e,WEA Latina,2023-06-30,['Latin Musik']
Calvin Harris,Feel So Close - Radio Edit,1358604,9430153,158,8,1358604,2020-12-31,spotify:track:1gihuPhrLraKYrJMAEONyc,Columbia,2024-06-26,['Dance']
"Juice WRLD, Polo G, Trippie Redd",Feline (with Polo G & Trippie Redd),2425436,9422363,27,7,2425436,2021-12-10,spotify:track:5R4Yrc2j4jw1itr4hKcN26,Grade A Productions/Interscope Records,2021-12-10,['Rap/Hip Hop']
Drake,Overdrive,3060106,9407041,26,6,3060106,2022-06-17,spotify:track:1MJHXJ8bdoynpEtCLCbkWf,OVO,2022-06-17,['Dance']
Linkin Park,Cut the Bridge,3096784,9404885,24,5,3096784,2024-11-15,spotify:track:5mFZipkX1HZ4Idz5LOWpzq,Warner Records,2024-11-15,['Alternative']
J Balvin,Gris,1765960,9401117,48,10,1765960,2020-03-20,spotify:track:1syf62zw48zu4FrPwMtDHk,UMLE - Latino,2020-03-20,"['Rap/Hip Hop', 'Latin Musik']"
Ariana Grande,love language,2846018,9399230,26,7,2846018,2020-10-30,spotify:track:6NYtLvyThMT0oALFdJFdzq,Republic Records,2020-10-30,['Pop']
Dua Lipa,Pretty Please,1743206,9398995,43,9,1743206,2020-03-27,spotify:track:6DXZiYUbrYgrVIhfX3U9Z2,Urban,2020-03-27,['Pop']
Ariana Grande,west side,2850790,9397167,25,7,2850790,2020-10-30,spotify:track:1whfVLMKWqAX3uk97VXsNN,Republic Records,2020-10-30,['Pop']
Eminem,Guilty Conscience 2,3038960,9385237,37,5,3038960,2024-07-12,spotify:track:3LkXOTWDwskwciQoARFDzu,Shady/Aftermath/Interscope Records,2024-07-12,['Rap/Hip Hop']
LeeHi,ONLY,751711,9379148,186,13,751711,2021-09-28,spotify:track:6TBJkXHPhu3EsMk1bshwuI,"Genie Music Corporation, Stone Music Entertainment",2021-09-29,['R&B']
"Zach Bryan, Noah Kahan",Sarah's Place (feat. Noah Kahan),2527975,9367915,24,6,2527975,2023-09-22,spotify:track:1fvC3CmNAbsx0V9ULMU8NB,Warner Records,2023-09-22,['Country']
Mac Miller,Complicated,2690111,9363971,31,7,2690111,2020-01-17,spotify:track:3WfSNAoj2D8C9noPSGZZFM,Warner Records,2020-01-17,['Rap/Hip Hop']
SZA,Conceited,2261131,9360973,58,6,2261131,2022-12-09,spotify:track:4hTej08FutmriOs7S1hWWy,Top Dawg Entertainment/RCA Records,2022-12-09,['R&B']
"Loredana, Mozzik",Eiskalt,743849,9348717,171,14,743849,2019-08-02,spotify:track:52UVKsw31NTOCTNPTpwbFJ,Loredana,2019-08-09,['Rap/Hip Hop']
Dua Lipa,Cool,1910796,9344633,37,9,1910796,2020-03-27,spotify:track:2nMOodYNHBAQ3Kc1QNimZU,Urban,2020-03-27,['Pop']
"Don Patricio, Cruz Cafuné",Contando Lunares (feat. Cruz Cafuné),758892,9342647,197,14,758892,2019-03-09,spotify:track:6Cs7b9bu3fy5XhMwBA9Tz4,WM Spain,2019-03-30,"['Rap/Hip Hop', 'Latin Musik']"
"Summer Walker, SZA",No Love (with SZA),1875577,9341304,37,8,1875577,2021-11-05,spotify:track:08SB2OtZkaliju77WYEKxk,LVRN/Interscope Records,2021-11-05,[]
Ed Sheeran,First Times,1973079,9330243,31,8,1973079,2021-10-29,spotify:track:5QYnNhTKsN3kE7OaqILA1U,Atlantic Records UK,2021-10-29,['Pop']
"Eminem, Royce Da 5'9"", Black Thought, Q-Tip, Denaun","Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",2140639,9329598,45,8,2140639,2020-01-17,spotify:track:5mZXWEH2eh8zMZGCxT5aW0,Shady/Aftermath/Interscope Records,2020-01-17,[]
Harry Styles,To Be So Lonely,2356043,9319160,32,7,2356043,2019-12-13,spotify:track:5JiH89mHrv9oWHlD0T326z,Columbia,2019-12-13,['Pop']
OneRepublic,Wanted,1224233,9318845,68,12,1224233,2019-09-06,spotify:track:6hLkeOMrhZ2CMLBp2of576,Mosley Music/Interscope Records,2019-09-06,['Pop']
"Future, Metro Boomin",Claustrophobic,3380340,9306558,22,5,3380340,2024-03-22,spotify:track:57ELn9TPDIhrpl0dasS465,Wilburn Holding Co./Boominati/Epic/Republic,2024-03-22,['Rap/Hip Hop']
Kanye West,Ok Ok pt 2,5940975,9303266,5,4,5940975,2021-08-29,spotify:track:1QCqedB1ibmRO9x7Ikb5LI,Rock The World/IDJ/Kanye LP7,2021-08-29,['Rap/Hip Hop']
"HUGEL, Topic, Arash, Daecolm",I Adore You (feat. Daecolm),1369278,9303092,191,7,1369278,2024-09-05,spotify:track:5nPbKG04fhLkIAjcPFaZq7,Virgin,2024-09-21,['Dance']
"Drake, Future",Desires (with Future),2869224,9291788,18,7,2869224,2020-05-01,spotify:track:7eYAHC0RbBF9eaqWzT34Aq,OVO,2020-05-01,[]
"Beyoncé, Rumi Carter",PROTECTOR,3229301,9235931,25,5,3229301,2024-03-29,spotify:track:3koE8h6ORJ28j0xEPO4n6K,Parkwood Entertainment/Columbia,2024-03-29,"['Country', 'Pop']"
"Young Stoner Life, Young Thug, Gunna",Ski,1666610,9231974,40,9,1666610,2021-04-16,spotify:track:6755DFiZ7CWe2WMdTGW5C1,300 Entertainment,2021-04-16,['Rap/Hip Hop']
Taylor Swift,Forever Winter (Taylor's Version) (From The Vault),2126599,9225926,56,7,2126599,2021-11-12,spotify:track:0EepXu0NfnnUX8efEZR167,Taylor Swift,2021-11-12,[]
"21 Savage, Lil Durk, Metro Boomin",dangerous,2837282,9223254,27,5,2837282,2024-01-12,spotify:track:0fyP96TikhD9sM4eKqw5Yp,"Slaughter Gang, LLC/Epic Records",2024-01-12,['Rap/Hip Hop']
Kanye West,Lord I Need You,2669264,9221270,42,5,2669264,2021-08-29,spotify:track:5YRFttxjAEgm2nq5Z2tlqK,Rock The World/IDJ/Kanye LP7,2021-08-30,['Rap/Hip Hop']
"Trippie Redd, Lil Uzi Vert",Holy Smokes (feat. Lil Uzi Vert),1363995,9214290,78,10,1363995,2021-07-16,spotify:track:3EpF150nXMSNjiH0bbmXIL,"1400 Entertainment, Inc. / 10K Projects",2021-07-16,['Rap/Hip Hop']
Luan Santana,quando a bad bater - Ao Vivo,707063,9211780,174,14,707063,2019-08-24,spotify:track:5gvrBqNFFEWcxYPt3mamvJ,Som Livre/Vidisco,2019-08-31,['Brasilianische Musik']
Daya,Hide Away,1385124,9208941,188,7,1385124,2024-05-01,spotify:track:7fPyCCiXVwbzPQ1MtoUChl,Artbeatz - Daya,2024-05-03,['Pop']
System Of A Down,Chop Suey!,1379524,9189430,192,7,1379524,2024-05-30,spotify:track:2DlHlPMa4M17kufBvI2lEN,American/Columbia,2024-12-19,['Pop']
Lil Nas X,C7osure (You Like),948344,9188061,191,12,948344,2019-06-21,spotify:track:4no0eHn4fEB7tN1yZSXMma,Columbia,2019-07-04,['Alternative']
Taylor Swift,Innocent (Taylor's Version),4239290,9182022,23,4,4239290,2023-07-07,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,Taylor Swift,2023-07-07,[]
"Zedd, Elley Duhé",Happy Now,640500,9178570,27,151,640500,2019-01-02,spotify:track:4keoy2fqgwGnbWlm3ZVZFa,UMGRI Interscope,2019-01-23,['Dance']
Bonez MC,Fuckst mich nur ab,1180903,9169333,79,11,1180903,2020-09-04,spotify:track:4iD5KYizD5e0KrCsk58P2r,187 Strassenbande,2020-09-04,['Rap/Hip Hop']
"Tyler, The Creator, Brent Faiyaz, Fana Hues",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),2565625,9142721,31,7,2565625,2021-06-25,spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz,Columbia,2021-06-25,['Rap/Hip Hop']
Future,712PM,2609609,9124564,15,7,2609609,2022-04-29,spotify:track:3FSwpQ9dBZBeBV6UdYHI2R,Epic/Freebandz,2022-04-29,['Rap/Hip Hop']
Pop Smoke,44 BullDog,2185344,9118762,25,8,2185344,2020-07-03,spotify:track:7sjFIZ1g5QLJLGja3k592K,Victor Victor Worldwide,2020-07-03,['Rap/Hip Hop']
Lady Gaga,Free Woman,2860683,9114004,18,7,2860683,2020-05-29,spotify:track:4L6ihclQPu1hqP9r3WNJjQ,Interscope,2020-05-29,['Pop']
"Justin Bieber, Kehlani",Get Me (feat. Kehlani),1870512,9078435,24,24,1870512,2020-02-14,spotify:track:5VwwpU7KsLhgfbMEecedhJ,RBMG/Def Jam,2020-02-14,[]
"Post Malone, Gunna",I Cannot Be (A Sadder Song) (with Gunna),2202713,9073108,33,7,2202713,2022-06-03,spotify:track:4IxeKzzxUSEgivgtbSbyIK,Mercury Records/Republic Records,2022-06-03,[]
Beyoncé,VIRGO'S GROOVE,2372450,9056408,30,7,2372450,2022-07-29,spotify:track:0Fl4eWzVaMUOdXcOrj6F1q,Parkwood Entertainment/Columbia,2022-07-29,['Pop']
Baby Lasagna,Rim Tim Tagi Dim,2189698,9041910,45,5,2189698,2024-05-12,spotify:track:5TswDbxMnxptgFTf6ZxvXQ,Polydor / Universal Music Hrvatska,2024-05-12,['Pop']
Taylor Swift,Fearless (Taylor’s Version),3130482,9038593,13,6,3130482,2021-04-09,spotify:track:77sMIMlNaSURUAXq5coCxE,Taylor Swift,2021-04-09,[]
JISOO,All Eyes On Me,3104156,9027226,16,5,3104156,2023-03-31,spotify:track:2YXswOX5aKv6OHRKUcAMLQ,YG Entertainment/Interscope Records,2023-03-31,['Asiatische Musik']
"Guilherme & Benuto, Ana Castela, Adriano Rhod",Duas Três,1197683,9024915,199,8,1197683,2023-04-01,spotify:track:0redQHBfejmPUhonR5ppGC,Sony Music Entertainment,2023-05-13,['Pop']
"Tyler, The Creator",PUPPET,2251562,9018443,25,8,2251562,2019-05-17,spotify:track:0wEC0GNF74lAqrEFZJMl1m,Columbia,2019-05-17,['Rap/Hip Hop']
"Mc IG, Murillo e LT no Beat, DJ Glenner",Sorriso no Rosto,1431983,9009678,166,7,1431983,2024-06-08,spotify:track:3kBYuWrGtx1tSHjzr0vlZh,WM Brazil,2024-06-08,['Pop']
Taylor Swift,Daylight,1834253,9006326,42,8,1834253,2019-08-23,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,Taylor Swift,2019-08-23,[]
"Lauv, BTS",Who,1132869,9005610,121,11,1132869,2020-03-06,spotify:track:2qG81jL9UIP54uS8gYyP4k,Lauv,2020-03-06,['Pop']
Billie Eilish,Male Fantasy,1638949,9003801,55,8,1638949,2021-07-30,spotify:track:4ak9GGe6afmi2HbxEjvhIC,Darkroom/Interscope Records,2021-07-30,['Alternative']
The Weeknd,Until I Bleed Out,2449518,8998999,34,7,2449518,2020-03-20,spotify:track:2BcnxwxBuar5wjCaLqm5N3,Republic Records,2020-03-20,['R&B']
BTS,Butter (Instrumental),1883004,8991821,43,9,1883004,2021-05-21,spotify:track:1e0Wxoraz9IzFhREDqgJAe,BIGHIT MUSIC,2021-05-21,['Asiatische Musik']
Don Toliver,TORE UP,1447130,8990774,156,7,1447130,2024-06-14,spotify:track:1jKXjxMWlq4BhH6f9GtZbu,Cactus Jack / Atlantic,2024-06-14,['Rap/Hip Hop']
Harry Styles,"Sunflower, Vol. 6",2201298,8985629,34,7,2201298,2019-12-13,spotify:track:6iYMfxznTBlcVOgRHab2W0,Columbia,2019-12-13,['Pop']
Taylor Swift,Begin Again (Taylor's Version),2558716,8969930,36,6,2558716,2021-11-12,spotify:track:05GsNucq8Bngd9fnd4fRa0,Taylor Swift,2021-11-12,[]
"Ed Sheeran, Meek Mill, A Boogie Wit da Hoodie",1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),1751022,8968082,46,8,1751022,2019-07-12,spotify:track:4vIKzWqtn44umal5jXq4wE,Atlantic Records UK,2019-07-12,['Pop']
Anuel AA,Mercedes Tintia,1235664,8965412,119,8,1235664,2022-09-02,spotify:track:6e9Ew4AECYwY5Xgs2ZKMgp,"Real Hasta La Muerte, LLC",2022-09-03,['Latin Musik']
"Brisa Star, Thiago Jhonathan (TJ)",Se Joga no Passinho,956909,8953501,145,11,956909,2021-07-24,spotify:track:6w9Rge1G5t5zAMLk2WNnXh,Brisa Star,2021-08-21,['Brasilianische Musik']
"Gunna, Future",too easy,1241309,8933333,78,10,1241309,2022-01-07,spotify:track:2Hph3X77ySNgBCIak5CMc6,300 Entertainment,2021-09-24,['Rap/Hip Hop']
Juice WRLD,Rockstar In His Prime,2192467,8928877,32,7,2192467,2021-12-10,spotify:track:0v36cov6Z6aEV5ZgIlqZMk,Grade A Productions/Interscope Records,2021-12-10,['Rap/Hip Hop']
Ufo361,Pass auf wen du liebst,1226233,8914958,51,10,1226233,2019-03-17,spotify:track:5NsCv3I7o0f6vSQScG01f1,Stay High,2019-03-17,['Rap/Hip Hop']
Lazza,100 MESSAGGI,1953098,8905974,59,6,1953098,2024-02-27,spotify:track:5bXgMzxuNymWhpwkgvYn4O,Universal Music Italia srL.,2024-02-27,['Rap/Hip Hop']
Dionela,Marilag,1402651,8903879,196,7,1402651,2024-12-22,spotify:track:2zbq6eS68i4NIJWekIuW1s,Universal Music Philippines Inc.,2024-12-31,['R&B']
"Naughty Boy, Sam Smith",La La La,1744980,8902492,163,6,1744980,2024-12-26,spotify:track:3wPPWcVuinAU7dXcJXtCID,Virgin Records Ltd,2024-12-31,['Pop']
"Crush, j-hope",Rush Hour (Feat. j-hope of BTS),1527335,8899297,58,8,1527335,2022-09-22,spotify:track:5aucVLKiumD89mxVCB4zvS,피네이션,2022-09-22,[]
Ninho,Jefe,1533209,8898246,69,9,1533209,2021-12-03,spotify:track:6HTJgY7iWWlVLSDHsfHePf,Rec. 118 / Mal Luné Music,2021-12-03,['Rap/Hip Hop']
Eminem,Never Love Again,1923386,8882697,56,8,1923386,2020-01-17,spotify:track:40YbWniIEmqy6s58fYXLUh,Shady/Aftermath/Interscope Records,2020-01-17,['Rap/Hip Hop']
Justin Bieber,Habitual,2363016,8882626,30,7,2363016,2020-02-14,spotify:track:40qyPyljksBEqlNw5sW37T,RBMG/Def Jam,2020-02-14,['Pop']
Drake,Omertà,2144500,8877352,18,8,2144500,2019-06-15,spotify:track:3kCwyvhvVTyehIzYN2I0nF,Republic Records,2019-06-15,['Rap/Hip Hop']
Gusttavo Lima,Fala Mal de Mim - Ao Vivo,1037017,8870870,182,10,1037017,2022-07-16,spotify:track:6gEOM9IEBzvTdbwNrSkBdC,Sony Music Entertainment,2022-07-23,[]
Red Hot Chili Peppers,Black Summer,1911734,8869485,31,8,1911734,2022-02-04,spotify:track:3a94TbZOxhkI9xuNwYL53b,Warner Records,2022-02-04,['Alternative']
My Chemical Romance,Teenagers,794213,8868790,171,12,794213,2021-10-04,spotify:track:7j31rVgGX9Q2blT92VBEA0,Reprise,2021-10-22,['Alternative']
The Weeknd,Every Angel is Terrifying,2704736,8858176,25,6,2704736,2022-01-07,spotify:track:3vJcz8exedHCjQ9ed95NqU,XO / Republic Records,2022-01-07,['R&B']
Loredana,Jetzt rufst du an,908499,8846786,119,12,908499,2019-07-05,spotify:track:5opjywL6TBjJRF22TcFDMo,Loredana,2019-07-05,['Rap/Hip Hop']
Destiny's Child,8 Days of Christmas,1912810,8844580,116,11,1912810,2023-12-25,spotify:track:3WrG9BpOPQWUus3FjA1Tny,Columbia,2024-12-25,['Pop']
Eminem,Farewell,1767251,8836673,68,8,1767251,2020-01-17,spotify:track:74gykWHknHDrg4eMdcmdRq,Shady/Aftermath/Interscope Records,2020-01-17,['Rap/Hip Hop']
"Pop Smoke, KAROL G",Enjoy Yourself (feat. Karol G),1483136,8825154,65,10,1483136,2020-07-03,spotify:track:3NWrHCwvyII4fTx05PN3IO,Victor Victor Worldwide,2020-07-03,[]
"Lil Uzi Vert, Chief Keef",Bean (Kobe) [feat. Chief Keef],2499572,8812324,22,7,2499572,2020-03-13,spotify:track:0IpnZchq8ek2A6pGEP2Qb1,Generation Now/Atlantic,2020-03-13,['Rap/Hip Hop']
