rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date,year-month,genres
94,spotify:track:6OZh916QF8XNunWaP97WEZ,"Jonas Blue, Dakota",Fast Car,Positiva,94,-1,1,567927,2017-01-01,2017-01,['Electronic']
125,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Pumped Up Kicks,Columbia,125,-1,1,467384,2017-01-01,2017-01,"['Alternative/Indie', 'Pop']"
126,spotify:track:3pzjHKrQSvXGHQ98dx18HI,Justin Bieber,What Do You Mean?,RBMG/Def Jam,126,-1,1,464343,2017-01-01,2017-01,"['Electronic', 'Pop']"
127,spotify:track:1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,Epic/Record Company TEN,127,-1,1,460606,2017-01-01,2017-01,"['Electronic', 'Pop']"
128,spotify:track:2FBUoWkIuQXwayw2RNo5l6,Drake,Hotline Bling,Cash Money Records/Young Money Ent./Universal Rec.,128,-1,1,459418,2017-01-01,2017-01,"['R&B/Soul', 'Hip Hop']"
129,spotify:track:3kxfsdsCpFgN412fpnW85Y,Childish Gambino,Redbone,Glassnote - VMG,129,-1,1,455949,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Pop']"
130,spotify:track:0gb1J5UrTpzaU1s3nupgCd,Galantis,No Money,Big Beat Records,130,-1,1,453779,2017-01-01,2017-01,['Electronic']
131,spotify:track:5b88tNINg4Q4nrRbrCXUmg,Pharrell Williams,"Happy - From ""Despicable Me 2""",Columbia,131,-1,1,453426,2017-01-01,2017-01,"['R&B/Soul', 'Pop', 'Hip Hop']"
132,spotify:track:4sPmO7WMQUAf45kwMOtONw,Adele,Hello,XL Recordings,132,-1,1,448638,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
133,spotify:track:5nA67Y0XX9JipZwYxX7Gl7,Niall Horan,This Town,Capitol Records (US1A),133,-1,1,445379,2017-01-01,2017-01,"['Folk', 'Pop']"
134,spotify:track:12REd1n8PeiHHWOh066tpr,"Flume, kai",Never Be Like You,Transgressive,134,-1,1,445025,2017-01-01,2017-01,['Electronic']
124,spotify:track:0PDUDa38GO8lMxLCRc4lL1,ZAYN,PILLOWTALK,RCA Records Label,124,-1,1,470638,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Pop', 'Rock']"
135,spotify:track:1FUViuNSldssMIawrOXF2i,Bebe Rexha,I Got You,Warner Records,135,-1,1,443982,2017-01-01,2017-01,"['Electronic', 'Pop']"
137,spotify:track:2MHCiOohBZEQuLgDTPvSzF,"Galantis, Hook N Sling",Love on Me,Big Beat Records,137,-1,1,441050,2017-01-01,2017-01,['Electronic']
138,spotify:track:3bidbhpOYeV4knp8AIu8Xn,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,138,-1,1,440038,2017-01-01,2017-01,['Hip Hop']
139,spotify:track:5hEM0JchdVzQ5PwvSfITeX,"Piso 21, Maluma",Me Llamas (feat. Maluma) - Remix,WM Mexico,139,-1,1,439910,2017-01-01,2017-01,['Pop']
140,spotify:track:04CttTezSnv71USiiG9mIo,"Hearts & Colors, Andrelli",Lighthouse - Andrelli Remix,Firefly Entertainment,140,-1,1,439245,2017-01-01,2017-01,['Movie/Game Music']
141,spotify:track:1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,Thinking out Loud,Atlantic Records UK,141,-1,1,436476,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
142,spotify:track:3b0EOvScbZUc0qJx0E1L2z,The Jackson 5,I Want You Back,UNI/MOTOWN,142,-1,1,436184,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
143,spotify:track:3E2Zh20GDCR9B1EYjfXWyv,AJR,Weak,Black Butter,143,-1,1,428247,2017-01-01,2017-01,"['Alternative/Indie', 'Pop']"
144,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,Shawn Mendes,Stitches,Island Records,144,-1,1,426162,2017-01-01,2017-01,['Pop']
145,spotify:track:0utlOiJy2weVl9WTkcEWHy,J. Cole,Neighbors,J. Cole P&D,145,-1,1,425033,2017-01-01,2017-01,"['Electronic', 'Hip Hop']"
146,spotify:track:02WacdrRpm4zlP8H7X6bnQ,Calum Scott,Dancing On My Own,Capitol Records (US1A),146,-1,1,420756,2017-01-01,2017-01,['Pop']
136,spotify:track:2dOTkLZFbpNXrhc24CnTFd,"David Guetta, Sia",Titanium (feat. Sia),Parlophone (France),136,-1,1,441628,2017-01-01,2017-01,"['Electronic', 'Pop']"
147,spotify:track:2EEeOnHehOozLq4aS0n6SL,"KYLE, Lil Yachty",iSpy (feat. Lil Yachty),independently popular.,147,-1,1,418210,2017-01-01,2017-01,['Hip Hop']
123,spotify:track:6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,Atlantic Records UK,123,-1,1,472142,2017-01-01,2017-01,['Pop']
121,spotify:track:6O6M7pJLABmfBRoGZMu76Y,"The Chainsmokers, ROZES",Roses (feat. ROZES),Disruptor Records/Columbia,121,-1,1,475190,2017-01-01,2017-01,['Electronic']
99,spotify:track:4OZEu0Vwq0RB2LAq14v99n,"DJ Snake, Bipolar Sunshine",Middle,DJ Snake Def Jam,99,-1,1,552314,2017-01-01,2017-01,['Electronic']
100,spotify:track:20ZAJdsKB5IGbGj4ilRt2o,Ozuna,Dile Que Tu Me Quieres,VP Records Corp/Dimelo Vi,100,-1,1,549784,2017-01-01,2017-01,['Latin Music']
101,spotify:track:40YcuQysJ0KlGQTeGUosTC,"G-Eazy, Bebe Rexha","Me, Myself & I",BPG/RVG/RCA Records,101,-1,1,546883,2017-01-01,2017-01,['Hip Hop']
102,spotify:track:2XMTqoHHSH0lvuXrvIEdco,"FRENSHIP, Emily Warren",Capsize,Columbia,102,-1,1,543362,2017-01-01,2017-01,"['Electronic', 'Pop']"
103,spotify:track:5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,Billie Jean,Epic/Legacy,103,-1,1,538134,2017-01-01,2017-01,"['Rock', 'Electronic', 'Pop']"
104,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,"Major Lazer, MØ, DJ Snake",Lean On (feat. MØ & DJ Snake),Third Pardee Records,104,-1,1,536139,2017-01-01,2017-01,['Electronic']
105,spotify:track:6stYbAJgTszHAHZMPxWWCY,"IAmChino, Pitbull, Yandel, El Chacal",Ay Mi Dios,Mr. 305 Records,105,-1,1,534629,2017-01-01,2017-01,['Latin Music']
106,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,Maluma,Borro Cassette,Sony Music Latin,106,-1,1,531529,2017-01-01,2017-01,"['Pop', 'Reggae', 'Hip Hop']"
107,spotify:track:5mey7CLLuFToM2P68Qu1gF,"Chino & Nacho, Daddy Yankee",Andas En Mi Cabeza,UMLE - Machete,107,-1,1,523705,2017-01-01,2017-01,"['Alternative/Indie', 'Pop']"
108,spotify:track:0hNduWmlWmEmuwEFcYvRu1,Petit Biscuit,Sunset Lover,Petit Biscuit,108,-1,1,520460,2017-01-01,2017-01,"['Electronic', 'Chill']"
122,spotify:track:27GmP9AWRs744SzKcpJsTZ,"Drake, Future",Jumpman,Cash Money Records Inc.,122,-1,1,473297,2017-01-01,2017-01,['Hip Hop']
109,spotify:track:4h90qkbnW1Qq6pBhoPvwko,"The Weeknd, Kendrick Lamar",Sidewalks,Universal Republic Records,109,-1,1,516467,2017-01-01,2017-01,['R&B/Soul']
111,spotify:track:4qqArAiTPueDxIp7cf87h7,MØ,Final Song,Chess Club/RCA Victor,111,-1,1,505038,2017-01-01,2017-01,"['Rock', 'Electronic', 'Pop']"
112,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,Jon Bellion,All Time Low,Capitol Records (CAP),112,-1,1,501034,2017-01-01,2017-01,"['Electronic', 'Pop', 'Hip Hop']"
113,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,Bruno Mars,Versace on the Floor,Atlantic Records,113,-1,1,500917,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
114,spotify:track:4mU5iXHeLgbR94siF7p1sY,The Weeknd,Six Feet Under,Universal Republic Records,114,-1,1,489564,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Hip Hop']"
115,spotify:track:4nMlau89VAjmV7agkl7OY3,Andy Grammer,Fresh Eyes,S-Curve Records,115,-1,1,489550,2017-01-01,2017-01,['Pop']
116,spotify:track:3dQDid3IUNhZy1OehIfYfE,Wisin,Vacaciones,Sony Music Latin,116,-1,1,487214,2017-01-01,2017-01,['Hip Hop']
117,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,Queen,Bohemian Rhapsody - Remastered 2011,EMI,117,-1,1,482964,2017-01-01,2017-01,['Rock']
118,spotify:track:20dP2DaMHIAmwWAbp7peSr,"Young Thug, Travis Scott",pick up the phone,Cactus Jack / Epic,118,-1,1,480609,2017-01-01,2017-01,['Hip Hop']
119,spotify:track:2ANLarE8yHVsLWW21nj79M,Lil Uzi Vert,You Was Right,Generation Now/Atlantic,119,-1,1,476850,2017-01-01,2017-01,"['Pop', 'Electronic', 'Hip Hop']"
120,spotify:track:40UroIGvsMPLPBYwH8rMNA,"Vice, Jasmine Thompson, Skizzy Mars",Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Atlantic Records,120,-1,1,476309,2017-01-01,2017-01,['Pop']
110,spotify:track:5DA77EqppDmCTWGovd4oTP,"Cheat Codes, Kris Kross Amsterdam",Sex,Spinnin' Records,110,-1,1,515548,2017-01-01,2017-01,['Electronic']
98,spotify:track:4gmmRb6bZJffOOiww1JGTO,"21 Savage, Metro Boomin",No Heart,"Slaughter Gang, LLC",98,-1,1,553704,2017-01-01,2017-01,['Hip Hop']
148,spotify:track:2Ae5awwKvQpTBKQHr1TYCg,"Nause, Pretty Sister",Dynamite (feat. Pretty Sister),WM Sweden,148,-1,1,413497,2017-01-01,2017-01,['Electronic']
150,spotify:track:0ADG9OgdVTL7fgREP75BrZ,Zara Larsson,Ain't My Fault,Epic/Record Company TEN,150,-1,1,411636,2017-01-01,2017-01,"['Electronic', 'Pop']"
177,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,Joel Adams,Please Don't Go,"Will Walker Records, LLC",177,-1,1,357531,2017-01-01,2017-01,"['Chill', 'Pop']"
178,spotify:track:36YCdzT57us0LhDmCYtrNE,The Weeknd,Rockin’,Universal Republic Records,178,-1,1,357162,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Pop']"
179,spotify:track:5tf1VVWniHgryyumXyJM7w,"Robin Schulz, Francesco Yates",Sugar (feat. Francesco Yates),Tonspiel,179,-1,1,355613,2017-01-01,2017-01,['Electronic']
180,spotify:track:3RiPr603aXAoi4GHyXx0uy,Coldplay,Hymn for the Weekend,Parlophone UK,180,-1,1,352612,2017-01-01,2017-01,"['Rock', 'Alternative/Indie', 'Pop']"
181,spotify:track:0OwX5aROoW1Iip8FV51Efg,Anne-Marie,Alarm,Major Tom's / Atlantic,181,-1,1,351130,2017-01-01,2017-01,"['Electronic', 'Pop']"
182,spotify:track:4QdovcM8j50QPlyR7tH4xe,"Marc E. Bassy, G-Eazy",You & Me,Republic Records/Gee Roberson,182,-1,1,350746,2017-01-01,2017-01,['Hip Hop']
183,spotify:track:3cFsmM51N5zMAuu1nNY4Tw,"Sean Paul, Dua Lipa",No Lie,Universal-Island Records Ltd.,183,-1,1,350700,2017-01-01,2017-01,"['Reggae', 'Pop']"
184,spotify:track:7AtlMCIauSQZqiXSlbBPW6,J Balvin,Bobo,UMLE - Latino,184,-1,1,350414,2017-01-01,2017-01,"['Latin Music', 'Reggae', 'Hip Hop']"
185,spotify:track:2FiSTH0GYpIioUgjfzMIja,"Kygo, Maty Noyes",Stay (feat. Maty Noyes),Kygo,185,-1,1,347597,2017-01-01,2017-01,"['Electronic', 'Pop']"
200,spotify:track:2KpCpk6HjXXLb7nnXoXA5O,"JAY-Z, Kanye West",Ni**as In Paris,Roc Nation/RocAFella/IDJ,200,-1,1,325951,2017-01-01,2017-01,['Hip Hop']
176,spotify:track:4PdJSsESm34djLfBde9Pr2,"David Guetta, Cedric Gervais, Chris Willis",Would I Lie to You - Radio Edit,Parlophone (France),176,-1,1,359074,2017-01-01,2017-01,['Electronic']
199,spotify:track:3DX4Y0egvc0slLcLl31h2p,The Weeknd,Secrets,Universal Republic Records,199,-1,1,331233,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Pop']"
197,spotify:track:1sTUEdVO85YU8Ymk2jeAls,MiC LOWRY,Oh Lord,Polydor Records,197,-1,1,331792,2017-01-01,2017-01,"['Alternative/Indie', 'R&B/Soul']"
196,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,Post Malone,White Iverson,Universal Records,196,-1,1,332756,2017-01-01,2017-01,"['Electronic', 'Hip Hop']"
195,spotify:track:26hcyzSE154xMZCbFdtInA,"KREAM, Clara Mae",Taped Up Heart (feat. Clara Mae),Big Beat Records,195,-1,1,333469,2017-01-01,2017-01,['Electronic']
194,spotify:track:19a3JfW8BQwqHWUMbcqSx8,Kanye West,Famous,Rock The World/IDJ/Kanye LP7,194,-1,1,336134,2017-01-01,2017-01,['Hip Hop']
193,spotify:track:13HVjjWUZFaWilh2QUJKsP,James Bay,Let It Go,Universal Records,193,-1,1,340299,2017-01-01,2017-01,"['Chill', 'Pop']"
192,spotify:track:1kusepF3AacIEtUTYrw4GV,M.I.A.,Paper Planes,XL Recordings,192,-1,1,341003,2017-01-01,2017-01,"['Electronic', 'Hip Hop']"
191,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,Eminem,Lose Yourself,Aftermath,191,-1,1,341046,2017-01-01,2017-01,['Hip Hop']
190,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,Universal Republic Records,190,-1,1,341736,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
189,spotify:track:7of1slAJIWrXxP8ikAHxje,James Hersey,Miss You,Glassnote - VMG,189,-1,1,342000,2017-01-01,2017-01,"['Alternative/Indie', 'Electronic', 'Pop']"
188,spotify:track:5dKyZWlgjWw1oJgLa4GCZD,Tove Lo,Cool Girl,Universal Music AB,188,-1,1,343803,2017-01-01,2017-01,"['Alternative/Indie', 'Electronic', 'Pop']"
198,spotify:track:5lXcSvHRVjQJ3LB2rLKQog,Stevie Wonder,Superstition - Single Version,UNI/MOTOWN,198,-1,1,331376,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
149,spotify:track:2H3ZUSE54pST4ubRd5FzFR,"Marvin Gaye, Tammi Terrell",Ain't No Mountain High Enough,UNI/MOTOWN,149,-1,1,413039,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
175,spotify:track:2s76aKBWKShlwPC4xTtEEE,State of Sound,Wake Up Where You Are,Columbia,175,-1,1,362966,2017-01-01,2017-01,"['Electronic', 'Chill', 'Pop']"
173,spotify:track:6AGON2BGdPmPMJGiiNuuwl,J. Cole,Immortal,J. Cole P&D,173,-1,1,367746,2017-01-01,2017-01,['Hip Hop']
151,spotify:track:6WhzFzROw3aq3rPWjgYlxr,Kiiara,Gold,Atlantic Records,151,-1,1,410605,2017-01-01,2017-01,"['Alternative/Indie', 'R&B/Soul', 'Electronic', 'Pop']"
152,spotify:track:7EiZI6JVHllARrX9PUvAdX,"Future, The Weeknd",Low Life (feat. The Weeknd),Epic/Freebandz/A1,152,-1,1,409112,2017-01-01,2017-01,['Hip Hop']
153,spotify:track:1AkTW13ysu0AJrwuM6UY0I,"Charly Black, Daddy Yankee",Gyal You A Party Animal - Remix,UME - Global Clearing House,153,-1,1,406113,2017-01-01,2017-01,"['Latin Music', 'Hip Hop']"
154,spotify:track:1Bqxj0aH5KewYHKUg1IdrF,"G-Eazy, Marc E. Bassy",Some Kind Of Drug (feat. Marc E. Bassy),BPG/RVG/RCA Records,154,-1,1,403095,2017-01-01,2017-01,['Hip Hop']
155,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,Nicky Jam,Hasta el Amanecer,Sony Music Latin,155,-1,1,400584,2017-01-01,2017-01,"['Reggae', 'Latin Music', 'Pop', 'Hip Hop']"
156,spotify:track:6RsWqX8zABZLhZydXxEFOm,The Weeknd,Can't Feel My Face,Universal Republic Records,156,-1,1,398209,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Pop']"
157,spotify:track:2aksifNn5ph8igDOkPBA02,Rihanna,Love On The Brain,Roc Nation / Rihanna,157,-1,1,397058,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
158,spotify:track:1pWYnQIlqxTh5bxuPmTG4E,"Thalia, Maluma",Desde Esa Noche (feat. Maluma),Sony Music Latin,158,-1,1,396612,2017-01-01,2017-01,['Pop']
159,spotify:track:37F0uwRSrdzkBiuj0D5UHI,The Weeknd,Reminder,Universal Republic Records,159,-1,1,396409,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Hip Hop']"
160,spotify:track:0JoHqmlqE0W0i9prt6kcHR,"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Sony Music Latin,160,-1,1,393026,2017-01-01,2017-01,['Hip Hop']
174,spotify:track:1lxswgIpzV6HhENRvkflES,"Farruko, Ky-Mani Marley",Chillax (feat. Ky-Mani Marley),Sony Music Latin,174,-1,1,363805,2017-01-01,2017-01,['Hip Hop']
161,spotify:track:6Knv6wdA0luoMUuuoYi2i1,Flo Rida,My House,Poe Boy/Atlantic,161,-1,1,391880,2017-01-01,2017-01,"['Pop', 'Hip Hop']"
163,spotify:track:25khomWgBVamSdKw7hzm3l,The Weeknd,The Hills,Universal Republic Records,163,-1,1,389467,2017-01-01,2017-01,"['R&B/Soul', 'Electronic']"
164,spotify:track:6mapJIPnQ23RTAevUoE0DL,Rae Sremmurd,Swang,Mike WiLL Made-It,164,-1,1,387386,2017-01-01,2017-01,"['Electronic', 'Hip Hop']"
165,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Don't Stop Me Now - Remastered 2011,EMI,165,-1,1,387160,2017-01-01,2017-01,"['Rock', 'Classical']"
166,spotify:track:0lmdsH1MIoLsMymnNpd6HU,"Cheat Codes, Dante Klein",Let Me Hold You (Turn Me On),Spinnin' Records,166,-1,1,385235,2017-01-01,2017-01,"['Electronic', 'Pop']"
167,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,"Mark Ronson, Bruno Mars",Uptown Funk (feat. Bruno Mars),Columbia,167,-1,1,385214,2017-01-01,2017-01,['Pop']
168,spotify:track:0OMRAvrtLWE2TvcXorRiB9,"Gente De Zona, Marc Anthony",La Gozadera (feat. Marc Anthony),Sony Music Latin/Magnus,168,-1,1,377647,2017-01-01,2017-01,['Latin Music']
169,spotify:track:4sQMalN597HdggTu196aL0,"Flume, Tove Lo",Say It,Transgressive,169,-1,1,373311,2017-01-01,2017-01,['Electronic']
170,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Cactus Jack / Epic,170,-1,1,371600,2017-01-01,2017-01,"['Electronic', 'Hip Hop']"
171,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,Atlantic Records,171,-1,1,371473,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
172,spotify:track:7zTx8ePYAmPFQuxP3xlXZn,San Holo,Light,Columbia,172,-1,1,371468,2017-01-01,2017-01,"['Electronic', 'Pop']"
162,spotify:track:62vpWI1CHwFy7tMIcSStl8,J. Cole,No Role Modelz,Roc Nation Records LLC,162,-1,1,389511,2017-01-01,2017-01,['Hip Hop']
97,spotify:track:0YHUITU3w6ws1v8ehT264g,Little Mix,Shout Out to My Ex,Syco Music,97,-1,1,561342,2017-01-01,2017-01,"['Electronic', 'Pop']"
26,spotify:track:6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,Heathens,Atlantic Records,26,-1,1,1255839,2017-01-01,2017-01,"['Alternative/Indie', 'Electronic', 'Pop', 'Rock']"
27,spotify:track:27SdWb2rFzO6GWiYDBTD9j,Sia,Cheap Thrills,Monkey Puzzle Records/RCA Records,27,-1,1,1238279,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Pop', 'Rock']"
28,spotify:track:2rizacJSyD9S1IQUxUxnsK,"The Chainsmokers, Phoebe Ryan",All We Know,Disruptor Records/Columbia,28,-1,1,1238138,2017-01-01,2017-01,"['Rock', 'Electronic', 'Pop']"
29,spotify:track:4TZy1wLyHec06pwgFYDh1a,Shawn Mendes,Mercy,Island Records,29,-1,1,1215550,2017-01-01,2017-01,['Pop']
30,spotify:track:3AEZUABDXNtecAOSC1qTfo,CNCO,Reggaetón Lento (Bailemos),Sony Music Latin,30,-1,1,1164530,2017-01-01,2017-01,"['Latin Music', 'Reggae', 'Pop']"
31,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,"DRAM, Lil Yachty",Broccoli (feat. Lil Yachty),W.A.V.E. Recordings/EMPIRE/Atlantic,31,-1,1,1149938,2017-01-01,2017-01,['Hip Hop']
34,spotify:track:0azC730Exh71aQlOt9Zj3y,"Calvin Harris, Rihanna",This Is What You Came For,Columbia,34,-1,1,1094062,2017-01-01,2017-01,"['Electronic', 'Pop']"
37,spotify:track:7DM4BPaS7uofFul3ywMe46,"Ricky Martin, Maluma",Vente Pa' Ca (feat. Maluma),Sony Music Latin,37,-1,1,1016899,2017-01-01,2017-01,"['Rock', 'R&B/Soul', 'Pop', 'Hip Hop']"
38,spotify:track:4b4KcovePX8Ke2cLIQTLM0,"The Vamps, Matoma",All Night,EMI,38,-1,1,1003894,2017-01-01,2017-01,['Pop']
39,spotify:track:1D3ODoXHBLpdxolZRHWV1j,"Jonas Blue, RAYE",By Your Side,Positiva,39,-1,1,971615,2017-01-01,2017-01,['Electronic']
40,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,40,-1,1,971342,2017-01-01,2017-01,['Pop']
41,spotify:track:7FB8l7UA1HKqnuSLjP9qDc,Aminé,Caroline,Universal Records,41,-1,1,963128,2017-01-01,2017-01,"['Alternative/Indie', 'Pop', 'Hip Hop']"
42,spotify:track:08WPvDEsHvTFuB9w8tC2OS,Sage The Gemini,Now and Later,Global Gemini,42,-1,1,959972,2017-01-01,2017-01,"['Electronic', 'Hip Hop']"
43,spotify:track:6nxQdXa1uAL0rY72wPZu89,John Legend,Love Me Now,Columbia,43,-1,1,950832,2017-01-01,2017-01,"['Rock', 'R&B/Soul', 'Pop']"
96,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,Adele,Water Under the Bridge,XL Recordings,96,-1,1,565509,2017-01-01,2017-01,"['R&B/Soul', 'Electronic', 'Pop']"
45,spotify:track:0JiVRyTJcJnmlwCZ854K4p,Alan Walker,Alone,Kreatell Music,45,-1,1,936813,2017-01-01,2017-01,"['Electronic', 'Pop']"
36,spotify:track:0prNGof3XqfTvNDxHonvdK,Alessia Cara,Scars To Your Beautiful,"EP Entertainment, LLC / Def Jam",36,-1,1,1031598,2017-01-01,2017-01,"['R&B/Soul', 'Pop']"
24,spotify:track:1qOLh0tI7trd1zdDKxYZTe,"Hailee Steinfeld, Grey, Zedd",Starving,UME - Global Clearing House,24,-1,1,1338596,2017-01-01,2017-01,['Pop']
23,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,Calvin Harris,My Way,Columbia,23,-1,1,1341827,2017-01-01,2017-01,"['Rock', 'Electronic', 'Pop']"
22,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,"Steve Aoki, Louis Tomlinson",Just Hold On,"Ultra Records, LLC",22,-1,1,1375005,2017-01-01,2017-01,"['Electronic', 'Pop']"
2,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey",Closer,Disruptor Records/Columbia,2,-1,1,3015525,2017-01-01,2017-01,"['Alternative/Indie', 'Electronic', 'Pop', 'Rock']"
3,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,"DJ Snake, Justin Bieber",Let Me Love You,DJ Snake Def Jam,3,-1,1,2545384,2017-01-01,2017-01,['Electronic']
4,spotify:track:5knuzwU65gJK7IF5yJsuaW,"Clean Bandit, Anne-Marie, Sean Paul",Rockabye (feat. Sean Paul & Anne-Marie),Atlantic Records UK,4,-1,1,2356604,2017-01-01,2017-01,['Electronic']
5,spotify:track:1xznGGDReH1oQq0xzbwXa3,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,5,-1,1,2259887,2017-01-01,2017-01,['Hip Hop']
6,spotify:track:343YBumqHu19cGoGARUTsd,Drake,Fake Love,Cash Money Records/Young Money Ent./Universal Rec.,6,-1,1,2137437,2017-01-01,2017-01,"['Electronic', 'Hip Hop']"
7,spotify:track:6b8Be6ljOzmkOmFslEb23P,Bruno Mars,24K Magic,Atlantic Records,7,-1,1,2111599,2017-01-01,2017-01,"['Electronic', 'Pop']"
8,spotify:track:5MFzQMkrl1FOOng9tq6R9r,"Maroon 5, Kendrick Lamar",Don't Wanna Know (feat. Kendrick Lamar),Interscope Records*,8,-1,1,2107137,2017-01-01,2017-01,['Pop']
9,spotify:track:6fujklziTHa8uoM5OQSfIo,"Rae Sremmurd, Gucci Mane",Black Beatles,Mike WiLL Made-It,9,-1,1,2075732,2017-01-01,2017-01,['Hip Hop']
11,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,"Shakira, Maluma",Chantaje (feat. Maluma),Sony Music Latin,11,-1,1,1893214,2017-01-01,2017-01,['Pop']
13,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,13,-1,1,1812335,2017-01-01,2017-01,"['Rock', 'Folk', 'Pop']"
15,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,"Major Lazer, Justin Bieber, MØ",Cold Water (feat. Justin Bieber & MØ),Third Pardee Records,15,-1,1,1731191,2017-01-01,2017-01,['Electronic']
16,spotify:track:04DwTuZ2VBdJCCC5TROn7L,"Martin Garrix, Bebe Rexha",In the Name of Love,Epic Amsterdam,16,-1,1,1647944,2017-01-01,2017-01,"['Electronic', 'Pop']"
17,spotify:track:4pLwZjInHj3SimIyN9SnOz,"Ariana Grande, Nicki Minaj",Side To Side,Universal Records,17,-1,1,1527676,2017-01-01,2017-01,['Pop']
19,spotify:track:6JV2JOEocMgcZxYSZelKcc,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Villa 40/RCA Records,19,-1,1,1480601,2017-01-01,2017-01,"['R&B/Soul', 'Movie/Game Music', 'Pop', 'Rock']"
20,spotify:track:0QsvXIfqM0zZoerQfsI9lm,"The Chainsmokers, Daya",Don't Let Me Down,Disruptor Records/Columbia,20,-1,1,1438471,2017-01-01,2017-01,"['Electronic', 'Pop']"
21,spotify:track:4Hf7WnR761jpxPr5D46Bcd,Shawn Mendes,Treat You Better,Island Records,21,-1,1,1409430,2017-01-01,2017-01,['Pop']
46,spotify:track:14WWzenpaEgQZlqPq2nk4v,"Rihanna, Drake",Work,Roc Nation / Rihanna,46,-1,1,899368,2017-01-01,2017-01,['Pop']
47,spotify:track:3QwBODjSEzelZyVjxPOHdq,"Zion & Lennox, J Balvin",Otra vez (feat. J Balvin),WEA Latina,47,-1,1,893174,2017-01-01,2017-01,['Reggae']
44,spotify:track:7aV2mflaASUmGhCErm7kBO,"Nevada, Mark Morrison, Fetty Wap",The Mack,Capitol,44,-1,1,949200,2017-01-01,2017-01,['Electronic']
49,spotify:track:1a5Yu5L18qNxVhXx38njON,"Alok, Zeeba, Bruno Martini",Hear Me Now,Spinnin' Records,49,-1,1,873494,2017-01-01,2017-01,['Electronic']
