rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date,year-month,genres
99,spotify:track:02Cp3VTUWNed8hr69BhKz6,"21 Savage, Mariah the Scientist",dark days,"Slaughter Gang, LLC/Epic Records",99,-1,1,1655058,2024-01-12,2024-01,['Hip Hop']
7,spotify:track:2yUzr8Sr6ldG8vmHhZwTnz,"21 Savage, Travis Scott, Metro Boomin",née-nah,"Slaughter Gang, LLC/Epic Records",7,-1,1,4302555,2024-01-12,2024-01,['Hip Hop']
9,spotify:track:52eIcoLUM25zbQupAZYoFh,21 Savage,redrum,"Slaughter Gang, LLC/Epic Records",9,-1,1,3941871,2024-01-12,2024-01,"['Electronic', 'Hip Hop']"
11,spotify:track:6x9pCndnXEoea0CMcfjs9W,"21 Savage, Doja Cat",n.h.i.e.,"Slaughter Gang, LLC/Epic Records",11,-1,1,3807637,2024-01-12,2024-01,['Hip Hop']
12,spotify:track:2FoahzOSxJnalPA8aBUme3,21 Savage,all of me,"Slaughter Gang, LLC/Epic Records",12,-1,1,3757410,2024-01-12,2024-01,['Hip Hop']
48,spotify:track:5P1z8XwsCStb74emERTx9v,21 Savage,letter to my brudda,"Slaughter Gang, LLC/Epic Records",48,-1,1,2299240,2024-01-12,2024-01,['Hip Hop']
25,spotify:track:2K7sv1mno9PvbXVBpqvSKn,21 Savage,sneaky,"Slaughter Gang, LLC/Epic Records",25,-1,1,2903244,2024-01-12,2024-01,['Hip Hop']
80,spotify:track:17CWWoszMuoGecCJzmOubE,Lil Nas X,J CHRIST,Columbia,80,-1,1,1777787,2024-01-12,2024-01,"['Electronic', 'Pop', 'Hip Hop']"
51,spotify:track:5wttBUDyaHAR5q9fYnN3YF,"21 Savage, Summer Walker",prove it,"Slaughter Gang, LLC/Epic Records",51,-1,1,2234111,2024-01-12,2024-01,['Hip Hop']
58,spotify:track:4E64eAph6AYI98ucunrGH8,21 Savage,see the real,"Slaughter Gang, LLC/Epic Records",58,-1,1,2123574,2024-01-12,2024-01,['Hip Hop']
59,spotify:track:5KI7I4mEtulXcv5VQJaV35,"21 Savage, Burna Boy, Metro Boomin",just like me,"Slaughter Gang, LLC/Epic Records",59,-1,1,2101405,2024-01-12,2024-01,['Hip Hop']
65,spotify:track:4yLyVdEqV790aIXyGif85v,"21 Savage, Tommy Newport, Mikky Ekko",red sky,"Slaughter Gang, LLC/Epic Records",65,-1,1,1996226,2024-01-12,2024-01,['Hip Hop']
168,spotify:track:0kdqcbwei4MDWFEX5f33yG,Creepy Nuts,Bling-Bang-Bang-Born,Sony Music Labels Inc.,168,-1,1,1279634,2024-01-13,2024-01,"['Asian Music', 'Movie/Game Music', 'Hip Hop']"
54,spotify:track:7aZDcmt34eouhqw29aMR91,David Kushner,Skin and Bones,"Miserable Music Group, LLC",54,-1,1,2008249,2024-01-19,2024-01,['Pop']
200,spotify:track:0Xm7WesKiHAAbLYluGqBZ7,Eladio Carrion,TQMQA,Rimas Entertainment LLC,200,-1,1,1219478,2024-01-19,2024-01,['Latin Music']
16,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",16,-1,1,3424873,2024-01-19,2024-01,"['Metal', 'Rock', 'Pop']"
160,spotify:track:5QtB74eCS2YzHvEfSlh8MG,"Eladio Carrion, Rauw Alejandro",Hey Lil Mama,Rimas Entertainment LLC,160,-1,1,1338252,2024-01-19,2024-01,['Latin Music']
167,spotify:track:3vP62cjz1b4QvUS5vSyEVY,"Eladio Carrion, Milo j",La Canción Feliz Del Disco,Rimas Entertainment LLC,167,-1,1,1305016,2024-01-19,2024-01,['Latin Music']
107,spotify:track:0LMwmV37RCmBO2so0szAFs,"Kygo, Ava Max",Whatever,Kygo/RCA Records,107,-1,1,1575778,2024-01-19,2024-01,"['Electronic', 'Pop']"
98,spotify:track:3ZV60LVhqQ2uHXG6LL6F0V,Eladio Carrion,Bendecido,Rimas Entertainment LLC,98,-1,1,1612139,2024-01-19,2024-01,['Latin Music']
191,spotify:track:0oQCRjrWGvkqkdf82UlXI3,PEDRO SAMPAIO,POCPOC,WM Brazil,191,-1,1,1188820,2024-01-20,2024-01,['Latin Music']
184,spotify:track:10eRgZUM59q2G5ogpztSeL,"Luck Ra, KHEA",HOLA PERDIDA,Sony Music Entertainment Chile S.A,184,-1,1,1210654,2024-01-20,2024-01,['Pop']
195,spotify:track:3XqM8hLCEYlbnFjoWwqtFv,Chris Brown,Angel Numbers / Ten Toes,Chris Brown Entertainment/RCA Records,195,-1,1,1162640,2024-01-22,2024-01,['R&B/Soul']
92,spotify:track:0QosomGFiJYOxj2ViZfqng,Justin Timberlake,Selfish,RCA Records Label,92,-1,1,1625103,2024-01-26,2024-01,"['R&B/Soul', 'Pop']"
86,spotify:track:7chTH3GBjjAyagf0SPCZDL,"Blessd, Feid",SI SABE FERXXO,WEA Latina,86,-1,1,1707358,2024-01-26,2024-01,['Pop']
155,spotify:track:3h5TiWTqGxjSjFrbruPFH9,YG Marley,Praise Jah In The Moonlight,YG Marley Music,155,-1,1,1365352,2024-01-26,2024-01,['Reggae']
197,spotify:track:4HMop4Re0iucehmF7mgV27,4batz,act ii: date @ 8,4Batz,197,-1,1,1236543,2024-01-26,2024-01,"['R&B/Soul', 'Hip Hop']"
112,spotify:track:79AHPJd8upvNxyK2qQcY8J,Megan Thee Stallion,HISS,Hot Girl Productions,112,-1,1,1551427,2024-01-26,2024-01,"['Electronic', 'Hip Hop']"
102,spotify:track:4w2Furap0ZzaiK4J14E9sR,Ice Spice,Think U The Shit (Fart),10K Projects/Capitol Records,102,-1,1,1574295,2024-01-26,2024-01,['Hip Hop']
189,spotify:track:35ttE4t8lQZA2vuCYDg4G7,Milo j,M.A.I,DALE PLAY Records,189,-1,1,1199967,2024-01-29,2024-01,['Latin Music']
191,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,Warner Records,191,-1,1,1194390,2024-01-29,2024-01,['Alternative/Indie']
168,spotify:track:69phA1R4gmQsBFRQ3INW8C,Rich Amiri,ONE CALL,Internet Money Records / 10K Projects,168,-1,1,1268604,2024-01-29,2024-01,['Hip Hop']
55,spotify:track:587Ks4sb6Wd2qRVS5i9fdW,Nicki Minaj,Big Foot,Republic Records,55,-1,1,1893168,2024-01-29,2024-01,['Hip Hop']
101,spotify:track:2qHvD3r5qu4wuPpvq3CQKb,Quevedo,LA ÚLTIMA,Quevedo,101,-1,1,1604896,2024-02-01,2024-02,['Hip Hop']
195,spotify:track:68mOSKT4uBkKddEAhlMO61,Good Neighbours,Home,Some Action,195,-1,1,1219690,2024-02-01,2024-02,['Alternative/Indie']
130,spotify:track:35dhwUoJNlxrPyEIJkfDnx,TWICE,I GOT YOU,Republic Records - TWICE,130,-1,1,1481182,2024-02-02,2024-02,['Pop']
40,spotify:track:7sTyAjxDXq9afwfSQy6D0s,Don Toliver,BANDIT,Cactus Jack / Atlantic,40,-1,1,2314169,2024-02-02,2024-02,"['Electronic', 'Hip Hop']"
189,spotify:track:5PC5gR6dt9Xp4mij4OJ9rV,TWICE,I GOT YOU (Original),Republic Records - TWICE,130,130,2,1223798,2024-02-03,2024-02,['Asian Music']
197,spotify:track:2nMeu6UenVvwUktBCpLMK9,Lana Del Rey,Young And Beautiful,Polydor Records,197,-1,1,1068181,2024-02-04,2024-02,['Alternative/Indie']
133,spotify:track:2M9ro2krNb7nr7HSprkEgo,Tracy Chapman,Fast Car,Elektra Records,133,-1,1,1408046,2024-02-06,2024-02,"['Folk', 'Pop']"
124,spotify:track:4TJUS843fKiqqIzycM74Oy,Toby Keith,Should've Been A Cowboy,Mercury Nashville,124,-1,1,1447873,2024-02-06,2024-02,['Country']
198,spotify:track:357iDuZ0IXAAg3Aj7UszqO,"TWENTY SIX, Tayson Kryss",Buscando Money,FFRR,198,-1,1,1214714,2024-02-06,2024-02,['Electronic']
79,spotify:track:654Jxp6rUFgPckixlIusRJ,Mahmood,TUTA GOLD,Universal Music Italia srL.,79,-1,1,1776247,2024-02-07,2024-02,['Pop']
75,spotify:track:2O7jON0xYyTaSkWj9wZXCJ,Annalisa,Sinceramente,Warner Music,75,-1,1,1813791,2024-02-07,2024-02,['Pop']
47,spotify:track:3j1453KrdHjw7y4gnBj7nF,"Geolier, Michelangelo","I P’ ME, TU P’ TE",Warner Music,47,-1,1,2251402,2024-02-07,2024-02,['Hip Hop']
96,spotify:track:49R1F3rIdSzuPk7AcHi6d1,Angelina Mango,la noia,Latarma S.r.l.,96,-1,1,1648468,2024-02-07,2024-02,['Pop']
134,spotify:track:5mQTzYTDDob48mOP3U9k7Q,Irama,Tu No,Warner Music,134,-1,1,1452672,2024-02-07,2024-02,['Hip Hop']
58,spotify:track:6J4rRj2uVfziGMyfrPEPLo,"¥$, Kanye West, Ty Dolla $ign",TALKING,YZY,58,-1,1,2025017,2024-02-09,2024-02,['Hip Hop']
89,spotify:track:6eJUG282cUKuIoa72sEsqO,"Ivete Sangalo, LUDMILLA",Macetando,IM Music,89,-1,1,1695377,2024-02-09,2024-02,['Latin Music']
14,spotify:track:7GUhiAHLoVy1V8ucQuZ3CB,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna),Universal Republic Records,10,13,253,3391654,2024-02-09,2024-02,['Movie/Game Music']
32,spotify:track:0FlwhvrncUKrEAhzunmCKm,Noah Kahan,Forever,Mercury Records/Republic Records,32,-1,1,2636552,2024-02-09,2024-02,['Alternative/Indie']
153,spotify:track:48vIfHaK7by6x0T6ucpODL,Madison Beer,Make You Mine,Epic/Sing It Loud,153,-1,1,1385823,2024-02-09,2024-02,"['Electronic', 'Pop']"
145,spotify:track:6fcQIY5VSFNrK4YzDoljPQ,"Parangolé, Léo Santana",Perna Bamba,Penta Entretenimento / Salvador Produções,145,-1,1,1413207,2024-02-09,2024-02,['Latin Music']
135,spotify:track:6GmyQws2xpUFIN5dXBNTrl,"AgroPlay, Ana Castela, LUDMILLA",Dia de Fluxo,AgroPlay,135,-1,1,1434639,2024-02-10,2024-02,['Latin Music']
110,spotify:track:5rlXuCLnMdfo85079qXHoz,"¥$, Kanye West, Ty Dolla $ign",FUK SUMN,YZY,110,-1,1,1526784,2024-02-10,2024-02,['Hip Hop']
186,spotify:track:4202KkXGtULRsbRocWSw09,"¥$, Kanye West, Ty Dolla $ign",VULTURES,YZY,186,-1,1,1258057,2024-02-10,2024-02,['Hip Hop']
101,spotify:track:1tz4np70ZKhzaXjdgl0J8i,"¥$, Kanye West, Ty Dolla $ign",PAID,YZY,101,-1,1,1560205,2024-02-10,2024-02,['Hip Hop']
166,spotify:track:4E3XDKil4ElJt6sXuz5cc6,"¥$, Kanye West, Ty Dolla $ign",BURN,YZY,166,-1,1,1328731,2024-02-10,2024-02,['Hip Hop']
173,spotify:track:6XjDF6nds4DE2BBbagZol6,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,173,-1,1,1303948,2024-02-10,2024-02,['Latin Music']
100,spotify:track:0Tgm7wkLb0AfAHAZDschvD,"¥$, Kanye West, Ty Dolla $ign",BACK TO ME,YZY,100,-1,1,1574895,2024-02-10,2024-02,['Hip Hop']
77,spotify:track:4m4BHvDfzIgj5LbQLuFiIp,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,YZY,77,-1,1,1735728,2024-02-10,2024-02,['Hip Hop']
91,spotify:track:3aZSvXuZt8ymQeixzFQM9W,"¥$, Kanye West, Ty Dolla $ign",KEYS TO MY LIFE,YZY,91,-1,1,1654498,2024-02-10,2024-02,['Hip Hop']
54,spotify:track:6OON4kMjTFqARMFrRbmlwy,"¥$, Kanye West, Ty Dolla $ign",STARS,YZY,54,-1,1,2067138,2024-02-10,2024-02,['Hip Hop']
132,spotify:track:4cWrKV5SN7AknqPy4ryBDG,Ghali,Casa Mia,Warner Music,132,-1,1,1358752,2024-02-11,2024-02,['Hip Hop']
134,spotify:track:4356Typ82hUiFAynbLYbPn,"USHER, Pitbull",DJ Got Us Fallin' In Love (feat. Pitbull),LaFace Records,134,-1,1,1349002,2024-02-11,2024-02,"['R&B/Soul', 'Electronic']"
17,spotify:track:4YSa8VQxjzsski1DOsvkHH,"¥$, Kanye West, Ty Dolla $ign",DO IT,YZY,17,-1,1,3329245,2024-02-11,2024-02,['Hip Hop']
20,spotify:track:3IoAMvGFYzM05B64h7qmdf,"¥$, Kanye West, Ty Dolla $ign",PAPERWORK,YZY,20,-1,1,3255674,2024-02-11,2024-02,['Hip Hop']
23,spotify:track:71MzcOebEC5KoWBbzvFPkj,"¥$, Kanye West, Ty Dolla $ign",HOODRAT,YZY,23,-1,1,2908491,2024-02-11,2024-02,['Hip Hop']
26,spotify:track:7DPUuTaTZCtQ6o4Xx00qzT,"¥$, Kanye West, Ty Dolla $ign",BEG FORGIVENESS,YZY,26,-1,1,2748432,2024-02-11,2024-02,['Hip Hop']
39,spotify:track:1ty0at2tUKqMGTyYbJ43eL,"¥$, Kanye West, Ty Dolla $ign",PROBLEMATIC,YZY,39,-1,1,2376063,2024-02-11,2024-02,['Hip Hop']
58,spotify:track:3jAI9AAHIlyKito0eQme91,"¥$, Kanye West, Ty Dolla $ign",KING,YZY,58,-1,1,2022021,2024-02-11,2024-02,['Hip Hop']
115,spotify:track:030OCtLMrljNhp8OWHBWW3,USHER,Hey Daddy (Daddy's Home),LaFace Records,115,-1,1,1542003,2024-02-12,2024-02,['R&B/Soul']
4,spotify:track:0Z7nGFVCLfixWctgePsRk9,Beyoncé,TEXAS HOLD 'EM,Parkwood Entertainment/Columbia,4,-1,1,4537700,2024-02-12,2024-02,"['Pop', 'Country']"
81,spotify:track:68vgtRHr7iZHpzGpon6Jlo,"USHER, Alicia Keys",My Boo,LaFace Records,81,-1,1,1827315,2024-02-12,2024-02,['Pop']
70,spotify:track:3Fwebmu4BzPUpDtPZo0qHb,Beyoncé,16 CARRIAGES,Parkwood Entertainment/Columbia,70,-1,1,1963767,2024-02-12,2024-02,"['R&B/Soul', 'Pop', 'Country']"
130,spotify:track:3bDH7eIQ84QWdBeWwffUZD,Yeat,Power Trip,Field Trip Recordings/Capitol Records,130,-1,1,1487815,2024-02-16,2024-02,"['Pop', 'Hip Hop']"
177,spotify:track:5O4erNlJ74PIF6kGol1ZrC,Bob Marley & The Wailers,Could You Be Loved,Island Records,177,-1,1,1319400,2024-02-16,2024-02,['Reggae']
179,spotify:track:0WIv5qV41y6YjjB9V1biuC,Muni Long,Made For Me,"Supergiant Records, LLC / Def Jam Recordings",179,-1,1,1313127,2024-02-16,2024-02,['R&B/Soul']
183,spotify:track:7KdQOqCspznOjPDT0KAnuq,Yeat,Morë,Field Trip Recordings/Capitol Records,183,-1,1,1306471,2024-02-16,2024-02,['Hip Hop']
198,spotify:track:2500EpUpryOBJX0rO8fDuB,"Junior H, Peso Pluma",A Tu Manera,WEA Latina,198,-1,1,1278646,2024-02-16,2024-02,['Latin Music']
7,spotify:track:6Qb7YsAqH4wWFUMbGsCpap,Dua Lipa,Training Season,Urban,7,-1,1,4293993,2024-02-16,2024-02,"['Electronic', 'Pop']"
79,spotify:track:5NAOhPAZ57eFAXr3qatS6i,Yeat,Breathe,Field Trip Recordings/Capitol Records,79,-1,1,1831913,2024-02-16,2024-02,"['Electronic', 'Hip Hop']"
64,spotify:track:2dyAiC9k6s0mWnMSQRQJGd,Yeat,Psycho CEO,Field Trip Recordings/Capitol Records,64,-1,1,1998550,2024-02-16,2024-02,"['Pop', 'Hip Hop']"
185,spotify:track:51qYdMBxt9mFbtZBzq1Yfi,Julión Álvarez y su Norteño Banda,Regalo De Dios,UMLE - Fonovisa,185,-1,1,1226456,2024-02-17,2024-02,['Latin Music']
127,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,127,-1,1,1396983,2024-02-17,2024-02,"['Rock', 'Alternative/Indie', 'Pop']"
184,spotify:track:57wp7VFnV8X0pSVnYArGeJ,Bryson Tiller,Whatever She Wants,TrapSoul/RCA Records,184,-1,1,1198793,2024-02-19,2024-02,['Hip Hop']
111,spotify:track:2O4Bb2WCkjlTPO827OnBMI,LE SSERAFIM,EASY,SOURCE MUSIC,111,-1,1,1451523,2024-02-19,2024-02,"['Asian Music', 'R&B/Soul', 'Electronic']"
177,spotify:track:4lR8sYGMGZPvthF2yUfo7T,LE SSERAFIM,Smart,SOURCE MUSIC,177,-1,1,1263486,2024-02-20,2024-02,"['Asian Music', 'African Music']"
180,spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),Ministry of Sound Recordings,180,-1,1,1255861,2024-02-22,2024-02,['Electronic']
100,spotify:track:1rAzOr3zpUDRtN2zsqGHiG,Linkin Park,Friendly Fire,Warner Records,100,-1,1,1660657,2024-02-23,2024-02,"['Rock', 'Alternative/Indie', 'Electronic', 'Pop']"
12,spotify:track:1bjeWoagtHmUKputLVyDxQ,SZA,Saturn,Top Dawg Entertainment/RCA Records,12,-1,1,3908695,2024-02-23,2024-02,"['R&B/Soul', 'Pop']"
50,spotify:track:2fB5YRuD88drKpCXQOAk03,Selena Gomez,Love On,Interscope Records,50,-1,1,2198739,2024-02-23,2024-02,"['Electronic', 'Pop']"
192,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,Frank Ocean,Thinkin Bout You,Red Zone Entertainment / IDJ,192,-1,1,1099652,2024-02-25,2024-02,"['R&B/Soul', 'Pop']"
59,spotify:track:5bXgMzxuNymWhpwkgvYn4O,Lazza,100 MESSAGGI,Universal Music Italia srL.,59,-1,1,1953098,2024-02-27,2024-02,"['Pop', 'Hip Hop']"
197,spotify:track:7M6CFruBrM5x7u0lTMtm6r,Morat,Cómo Te Atreves,Universal Music Spain S.L.,197,-1,1,1193299,2024-02-29,2024-02,"['Latin Music', 'Pop']"
197,spotify:track:01TnMXIy7mJJQ7E8uy937N,Charli xcx,Von dutch,Atlantic Records,197,-1,1,1245504,2024-03-01,2024-03,"['Electronic', 'Pop']"
64,spotify:track:0wEGo9LsSrSUz9HOtraWAO,Twenty One Pilots,Overcompensate,Fueled By Ramen,64,-1,1,1887608,2024-03-01,2024-03,"['Alternative/Indie', 'Pop']"
160,spotify:track:7hdNTegC0TCKKoxB6GTFH3,"Galantis, David Guetta, 5 Seconds of Summer",Lighter,Big Beat Records,160,-1,1,1366155,2024-03-01,2024-03,"['Electronic', 'Pop']"
104,spotify:track:0uHrMbMv3c78398pIANDqR,Joost,Europapa,Joost Klein,104,-1,1,1609542,2024-03-01,2024-03,"['Electronic', 'Pop']"
198,spotify:track:0NJAqnvbF6vzripOB7PclP,"gins&melodies, Hev Abi",Babaero,ARTEM RECORDS,198,-1,1,1073198,2024-03-03,2024-03,['Hip Hop']
29,spotify:track:6XXKB32Om6WuXg3uEWwTob,Ariana Grande,imperfect for you,Republic Records,29,-1,1,3286916,2024-03-08,2024-03,['Pop']
34,spotify:track:3QS9ZCtoSCJhmaJ7QNXSAS,"4batz, Drake",act ii: date @ 8 (feat. Drake) - remix,4batz / OVO Sound,34,-1,1,2987634,2024-03-08,2024-03,['R&B/Soul']
24,spotify:track:5cQX9BexkPIEESTZijJhXg,Ariana Grande,i wish i hated you,Republic Records,24,-1,1,3512818,2024-03-08,2024-03,['Pop']
5,spotify:track:46kspZSY3aKmwQe7O77fCC,Ariana Grande,we can't be friends (wait for your love),Republic Records,5,-1,1,5600219,2024-03-08,2024-03,['Pop']
7,spotify:track:1Rweq7vNjK4kZBbGrmxQsl,Ariana Grande,bye,Republic Records,7,-1,1,5350475,2024-03-08,2024-03,['Pop']
9,spotify:track:0Lmbke3KNVFXtoH2mMSHCw,Ariana Grande,the boy is mine,Republic Records,9,-1,1,4916944,2024-03-08,2024-03,"['R&B/Soul', 'Electronic', 'Pop']"
10,spotify:track:2waUyWiimcCeA8DbJH8BtT,Ariana Grande,eternal sunshine,Republic Records,10,-1,1,4907671,2024-03-08,2024-03,"['R&B/Soul', 'Electronic', 'Pop']"
13,spotify:track:0o3ua5ufFK7nfRzbDUNoGA,Ariana Grande,don't wanna break up again,Republic Records,13,-1,1,4745697,2024-03-08,2024-03,"['Movie/Game Music', 'Pop']"
14,spotify:track:2o1pb13quMReXZqE7jWsgq,Ariana Grande,intro (end of the world),Republic Records,14,-1,1,4656358,2024-03-08,2024-03,['Pop']
15,spotify:track:142PiXzA84lmEw2RstFHFa,Ariana Grande,supernatural,Republic Records,15,-1,1,4624303,2024-03-08,2024-03,['Pop']
16,spotify:track:14kyXBpg91RVq8bNRDS1q2,Ariana Grande,true story,Republic Records,16,-1,1,4439312,2024-03-08,2024-03,"['R&B/Soul', 'Pop']"
23,spotify:track:13jRSCLoWbCoU1XEdJRbgn,Ariana Grande,Saturn Returns Interlude,Republic Records,23,-1,1,3632443,2024-03-08,2024-03,['Pop']
197,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,Shut Up and Dance,RCA Records Label,197,-1,1,1293992,2024-03-08,2024-03,"['Rock', 'Alternative/Indie', 'Electronic', 'Pop']"
69,spotify:track:5LhI8m7n8xlQmNe3b7Rwis,"Natanael Cano, Oscar Maydon",Madonna,WEA Latina,69,-1,1,1890727,2024-03-09,2024-03,['Latin Music']
200,spotify:track:6b81dy3WjbozXK6b7C1gu5,Dasha,Austin (Boots Stop Workin'),Warner Records,200,-1,1,1107748,2024-03-10,2024-03,['Country']
147,spotify:track:1whKKdtCiFjN7MW7DrIRUH,Zeynep Bastık,Lan,Hypers,147,-1,1,1386503,2024-03-14,2024-03,['Pop']
196,spotify:track:7kSL8RqBe9ySL8tjvSoII0,"Pressure 9X19, Anuel AA, YOVNGCHIMI, CDobleta, Luar La L",VVS Switch (feat. Luar La L & CDobleta) - Remix,Stash Money Way Records,196,-1,1,1263340,2024-03-15,2024-03,['Hip Hop']
7,spotify:track:0PBTlQ84CBJF0tBnKGmQa6,V,FRI(END)S,BIGHIT MUSIC,7,-1,1,4728233,2024-03-15,2024-03,['Asian Music']
199,spotify:track:5tsKgj1Xbk5bL7t3QiPWOR,"Mc IG, MC Ryan SP, Oruam, MC PH, Mc Poze do Rodo, MC GP, TrapLaudo, Mc Luki, MC GH do 7, MC Nego Micha, Murillo e LT no Beat",Diz Aí Qual é o Plano?,WM Brazil,199,-1,1,1205890,2024-03-16,2024-03,['Latin Music']
194,spotify:track:1ACA277B6f46DYCgZW8di3,Artemas,if u think i'm pretty,Artemas,194,-1,1,1096962,2024-03-17,2024-03,"['Alternative/Indie', 'R&B/Soul', 'Pop']"
143,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,Artemas,143,-1,1,1389506,2024-03-20,2024-03,"['Alternative/Indie', 'Pop']"
74,spotify:track:2U3jOPfO4wZZFaaWS4Dcj6,Olivia Rodrigo,stranger,Olivia Rodrigo PS,74,-1,1,2082282,2024-03-22,2024-03,"['Asian Music', 'Alternative/Indie', 'Pop', 'Country']"
68,spotify:track:4XF9fk0STp9hx8xn5Suwpz,"Future, Metro Boomin",GTA,Wilburn Holding Co./Boominati/Epic/Republic,68,-1,1,2160225,2024-03-22,2024-03,['Hip Hop']
66,spotify:track:0bJAmhSAeMSfsyazOEUVFf,Olivia Rodrigo,girl i’ve always been,Olivia Rodrigo PS,66,-1,1,2162107,2024-03-22,2024-03,"['Country', 'Asian Music', 'Pop', 'Folk']"
64,spotify:track:6WO7IDGLakjO38lsvI2gHB,Benson Boone,Slow It Down,"Night Street Records, Inc./Warner Records Inc.",64,-1,1,2204616,2024-03-22,2024-03,['Pop']
60,spotify:track:72qABvaqn3TP6drO2tByA6,"Future, Metro Boomin",Ain't No Love,Wilburn Holding Co./Boominati/Epic/Republic,60,-1,1,2252327,2024-03-22,2024-03,['Hip Hop']
57,spotify:track:3Vg7nPYlOrCkcV1abKbRQ1,"Future, Metro Boomin, Rick Ross",Everyday Hustle,Wilburn Holding Co./Boominati/Epic/Republic,57,-1,1,2327795,2024-03-22,2024-03,['Hip Hop']
76,spotify:track:7JqH46zlr7XV7vMBt4slE6,Olivia Rodrigo,scared of my guitar,Olivia Rodrigo PS,76,-1,1,2063129,2024-03-22,2024-03,"['Asian Music', 'Folk', 'Pop']"
98,spotify:track:1xwvjqcwflD2NEqRCNcCo2,"Future, Metro Boomin",WTFYM,Wilburn Holding Co./Boominati/Epic/Republic,98,-1,1,1776011,2024-03-22,2024-03,['Hip Hop']
93,spotify:track:5imsnhkfPCm3wajS9ksb21,"Future, Metro Boomin",Seen it All,Wilburn Holding Co./Boominati/Epic/Republic,93,-1,1,1806891,2024-03-22,2024-03,['Hip Hop']
87,spotify:track:2dYXrWkNO40NXy2Q3IYLRc,"Shakira, Cardi B",Puntería,Sony Music Latin,87,-1,1,1918171,2024-03-22,2024-03,['Pop']
80,spotify:track:5AchurLxOrkSX5YVoH4FeJ,"Hozier, Allison Russell",Wildflower and Barley,Rubyworks / Universal-Island Records Ltd.,80,-1,1,2002281,2024-03-22,2024-03,['Folk']
23,spotify:track:2GLWhy9iiO1wrLUF5l4FtJ,"Future, Metro Boomin",Slimed In,Wilburn Holding Co./Boominati/Epic/Republic,23,-1,1,3324057,2024-03-22,2024-03,['Hip Hop']
22,spotify:track:57ELn9TPDIhrpl0dasS465,"Future, Metro Boomin",Claustrophobic,Wilburn Holding Co./Boominati/Epic/Republic,22,-1,1,3380340,2024-03-22,2024-03,['Hip Hop']
16,spotify:track:70ToiXlzl8N1EgfC07ZcZE,"Future, Metro Boomin",Ice Attack,Wilburn Holding Co./Boominati/Epic/Republic,16,-1,1,4112265,2024-03-22,2024-03,['Hip Hop']
13,spotify:track:6tNgRQ0K2NYZ0Rb9l9DzL8,Olivia Rodrigo,obsessed,Olivia Rodrigo PS,13,-1,1,4557468,2024-03-22,2024-03,"['Rock', 'Pop']"
12,spotify:track:3OxL6MuctgZp1e0zxoAZhH,"Future, Metro Boomin, The Weeknd",Young Metro,Wilburn Holding Co./Boominati/Epic/Republic,12,-1,1,4585765,2024-03-22,2024-03,['Hip Hop']
11,spotify:track:0hKtu53OlIFXVuYkZwcn3o,"Future, Metro Boomin, Travis Scott",Cinderella,Wilburn Holding Co./Boominati/Epic/Republic,11,-1,1,4833037,2024-03-22,2024-03,['Hip Hop']
10,spotify:track:3HMY0r2BAdpasXMY8rseR0,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd.,10,-1,1,4867709,2024-03-22,2024-03,"['Folk', 'Pop']"
7,spotify:track:1pnDvUuAEd6z8bKEsbAjk1,"Future, Metro Boomin",We Don't Trust You,Wilburn Holding Co./Boominati/Epic/Republic,7,-1,1,5268916,2024-03-22,2024-03,['Hip Hop']
5,spotify:track:28drn6tQo95MRvO0jQEo5C,"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,Wilburn Holding Co./Boominati/Epic/Republic,5,-1,1,6009059,2024-03-22,2024-03,['Hip Hop']
27,spotify:track:7pBcryEKcUEaWHwAu1wUyP,"Future, Metro Boomin",Magic Don Juan (Princess Diana),Wilburn Holding Co./Boominati/Epic/Republic,27,-1,1,2916016,2024-03-22,2024-03,['Hip Hop']
41,spotify:track:28xOPIPw0joNPwYd0asIT5,"Future, Metro Boomin",Fried (She a Vibe),Wilburn Holding Co./Boominati/Epic/Republic,41,-1,1,2560555,2024-03-22,2024-03,['Hip Hop']
36,spotify:track:5Jh1i0no3vJ9u4deXkb4aV,Olivia Rodrigo,so american,Olivia Rodrigo PS,36,-1,1,2677213,2024-03-22,2024-03,"['Rock', 'Pop']"
